,Unnamed: 0,state_x,midwest,zip,cbsa_code,city,state_y,team,msa
5757,4291,41,2,44105,17460,CLEVELAND,OH,CLE,"Cleveland-Elyria-Mentor, OH"
5802,4328,41,1,44131,17460,INDEPENDENCE,OH,CLE,"Cleveland-Elyria-Mentor, OH"
5847,4361,41,1,44135,17460,CLEVELAND,OH,CLE,"Cleveland-Elyria-Mentor, OH"
5854,4367,41,1,44120,17460,CLEVELAND,OH,CLE,"Cleveland-Elyria-Mentor, OH"
5907,4402,41,2,44026,17460,CHESTERLAND,OH,CLE,"Cleveland-Elyria-Mentor, OH"
5912,4406,41,1,44094,17460,WILLOUGHBY,OH,CLE,"Cleveland-Elyria-Mentor, OH"
6170,4587,41,2,44131,17460,INDEPENDENCE,OH,CLE,"Cleveland-Elyria-Mentor, OH"
6177,4593,41,1,44112,17460,CLEVELAND,OH,CLE,"Cleveland-Elyria-Mentor, OH"
6356,4719,41,1,44064,17460,MONTVILLE,OH,CLE,"Cleveland-Elyria-Mentor, OH"
6359,4722,41,1,44012,17460,AVON LAKE,OH,CLE,"Cleveland-Elyria-Mentor, OH"
6407,4754,41,1,44141,17460,BRECKSVILLE,OH,CLE,"Cleveland-Elyria-Mentor, OH"
6412,4758,41,1,44011,17460,AVON,OH,CLE,"Cleveland-Elyria-Mentor, OH"
6413,4759,41,2,44024,17460,CHARDON,OH,CLE,"Cleveland-Elyria-Mentor, OH"
6560,4859,41,1,44089,17460,VERMILION,OH,CLE,"Cleveland-Elyria-Mentor, OH"
6579,4871,41,1,44333,17460,AKRON,OH,CLE,"Cleveland-Elyria-Mentor, OH"
6652,4920,41,2,44137,17460,MAPLE HEIGHTS,OH,CLE,"Cleveland-Elyria-Mentor, OH"
6655,4922,41,1,44118,17460,CLEVELAND,OH,CLE,"Cleveland-Elyria-Mentor, OH"
6689,4948,41,1,44108,17460,CLEVELAND,OH,CLE,"Cleveland-Elyria-Mentor, OH"
6771,5009,41,1,44060,17460,MENTOR,OH,CLE,"Cleveland-Elyria-Mentor, OH"
6776,5013,41,2,44125,17460,CLEVELAND,OH,CLE,"Cleveland-Elyria-Mentor, OH"
6814,5039,41,1,44136,17460,STRONGSVILLE,OH,CLE,"Cleveland-Elyria-Mentor, OH"
6819,5043,41,1,44035,17460,ELYRIA,OH,CLE,"Cleveland-Elyria-Mentor, OH"
