State,Midwest,Midwesterner,Born,Ideology,Partyregaff,Age,race,otehistory,education,gender,zip,weight
19,1,1,19,3,2,5,2,1,2,3,47460,1.08
19,1,2,44,1,3,4,2,3,5,1,47460,0.34
19,1,1,33,2,1,4,2,4,2,2,47459,1.04
19,1,1,19,2,3,5,2,4,3,2,47449,0.93
19,1,1,41,2,2,6,2,1,5,2,47446,0.64
19,1,2,6,2,4,5,2,4,3,2,47441,0.79
19,1,2,50,1,3,3,2,2,1,2,47441,0.85
19,1,1,19,1,3,3,2,2,1,2,47438,0.85
19,1,1,41,3,2,5,2,1,5,2,47429,0.54
19,1,1,18,1,3,4,2,2,5,2,47424,1.41
19,1,1,19,3,2,1,1,1,3,2,47424,1.13
19,1,1,19,1,3,6,2,2,1,2,47421,0.97
19,2,2,19,2,1,3,3,4,1,2,47421,0.84
19,2,2,19,2,4,1,1,4,3,2,47406,1.12
19,1,1,19,3,4,1,4,4,3,3,47406,1.20
19,1,2,19,2,4,1,2,1,4,2,47404,0.88
19,1,1,19,3,2,6,2,2,3,1,47404,0.73
19,2,2,18,3,1,1,2,4,1,2,47403,0.61
19,1,1,21,3,2,1,2,1,4,1,47403,0.62
19,1,1,19,2,4,6,2,1,5,2,47401,1.06
19,1,1,6,1,3,4,2,3,4,2,47374,0.30
19,1,1,18,2,3,7,2,2,3,2,47374,1.08
19,1,1,19,2,2,3,2,1,3,2,47374,0.56
19,1,1,19,1,3,7,2,2,1,1,47374,1.00
19,1,1,19,2,4,5,2,2,1,2,47374,0.70
19,1,1,19,3,2,3,2,1,1,1,47374,1.27
19,1,1,21,1,3,6,2,2,1,2,47374,0.97
19,1,1,19,1,4,5,2,2,4,1,47362,0.76
19,1,1,19,2,4,3,2,4,1,1,47356,1.11
19,1,1,19,1,3,3,2,2,3,1,47348,1.24
19,1,1,19,3,4,3,2,1,3,1,47341,1.39
19,2,2,19,2,3,2,2,4,1,1,47334,2.26
19,1,1,19,3,4,4,2,2,4,2,47334,0.87
19,1,1,19,1,4,7,2,2,3,1,47331,1.05
19,1,1,19,3,2,6,2,1,3,2,47331,0.65
19,1,1,19,2,2,2,2,1,4,2,47331,1.15
19,1,1,19,2,4,4,2,2,3,2,47331,0.94
19,1,1,27,3,2,7,2,1,3,1,47331,0.83
19,1,1,19,3,4,6,2,1,3,2,47327,1.08
19,1,2,19,3,2,2,5,4,4,2,47304,1.40
19,1,1,3,2,3,7,2,2,4,1,47303,0.90
19,1,1,19,3,4,1,2,4,1,3,47303,0.80
19,1,1,19,3,4,6,4,2,2,2,47302,1.74
19,1,1,15,2,3,3,2,2,2,2,47283,1.30
19,1,1,19,1,3,3,2,2,1,1,47281,1.01
19,1,1,19,3,2,7,2,1,3,2,47274,0.56
19,1,1,19,2,2,7,2,1,1,2,47274,0.81
19,2,2,19,2,4,3,2,2,2,1,47274,1.25
19,1,2,21,3,4,4,2,2,3,1,47274,1.07
19,1,1,19,1,1,4,2,4,1,2,47265,0.77
19,2,2,19,3,2,3,2,1,1,1,47265,1.27
19,2,2,19,1,4,2,2,2,2,2,47265,1.94
19,1,1,19,1,3,3,2,2,4,2,47250,1.01
19,1,1,19,1,3,6,2,2,3,2,47240,1.25
19,1,1,19,2,2,6,2,1,1,1,47240,1.46
19,1,1,19,1,3,3,2,2,4,2,47240,1.01
19,2,1,19,2,3,1,2,4,1,1,47240,1.04
19,1,2,19,1,3,4,2,2,3,2,47232,1.10
19,1,1,19,1,4,7,2,4,1,2,47203,0.81
19,1,1,19,2,4,1,2,3,1,1,47201,0.25
19,1,1,19,3,2,3,2,2,4,1,47201,0.47
19,1,1,19,2,2,3,1,4,4,2,47201,0.87
19,1,1,27,1,3,5,2,2,3,1,47175,1.20
19,2,2,19,2,3,5,2,4,1,2,47170,0.92
19,2,2,19,2,3,4,2,2,1,2,47167,0.85
19,1,2,8,2,4,3,2,4,1,2,47165,0.81
19,1,1,19,1,3,2,2,2,4,2,47165,1.75
19,1,1,19,2,4,7,2,1,1,2,47165,1.35
19,1,1,37,2,4,4,2,2,2,1,47161,1.26
19,1,2,19,1,4,7,2,2,1,1,47150,0.86
19,2,2,21,3,1,1,2,4,1,2,47150,0.61
19,1,2,21,1,3,5,2,2,4,2,47150,0.98
19,1,1,21,1,3,5,5,2,3,2,47150,1.67
19,1,1,19,1,4,2,2,4,1,2,47141,1.42
19,1,1,45,2,3,4,1,2,3,1,47130,1.50
19,1,1,21,1,3,5,2,2,3,1,47129,1.20
19,1,1,21,3,4,1,2,4,1,2,47129,0.65
19,1,1,8,1,4,6,2,2,3,1,47125,1.22
19,1,1,19,3,2,3,2,1,5,2,47124,0.55
19,1,1,19,2,4,4,2,2,3,1,47122,1.07
19,1,1,21,1,3,7,2,2,1,2,47122,0.84
19,1,1,19,2,4,7,2,2,3,1,47119,1.05
19,1,1,44,2,4,1,2,1,1,1,47119,1.70
19,1,2,19,2,1,1,5,4,1,1,47112,1.32
19,1,1,19,1,4,4,2,2,4,2,47112,0.87
19,1,1,19,2,1,1,2,4,2,1,47106,1.05
19,1,1,19,2,4,2,3,1,4,2,47102,2.10
19,1,1,41,2,3,4,2,2,1,2,47040,0.85
19,1,1,19,2,2,7,2,1,1,2,47025,0.81
19,1,1,41,2,1,5,2,3,1,1,47025,0.29
19,1,1,19,1,3,6,2,2,1,2,46992,0.97
19,1,1,57,2,4,5,2,1,1,1,46992,2.05
19,1,1,18,2,4,7,2,2,2,1,46979,1.23
19,1,1,27,1,3,3,2,2,5,2,46979,1.40
19,1,2,56,3,3,5,2,2,1,2,46975,0.82
19,1,1,11,1,4,3,2,2,1,2,46970,0.72
19,1,1,19,2,4,6,2,3,1,2,46970,0.27
19,2,2,19,2,1,4,2,4,1,2,46970,0.77
19,1,1,19,3,1,4,2,4,3,2,46953,0.78
19,1,1,27,1,2,3,2,1,4,1,46953,0.77
19,1,1,19,2,2,1,2,1,3,1,46952,0.67
19,2,2,19,2,3,3,2,2,4,1,46947,0.91
19,2,1,19,2,2,1,1,2,1,1,46947,0.50
19,1,1,19,3,3,4,2,2,1,1,46947,1.02
19,1,1,51,2,2,4,4,3,3,2,46947,0.21
19,1,1,19,2,1,5,2,4,1,1,46940,1.01
19,1,1,19,2,2,6,2,1,5,2,46933,0.64
19,1,1,19,1,3,3,2,2,4,1,46928,0.91
19,1,2,53,1,3,5,2,2,1,1,46928,0.98
19,1,1,19,3,1,6,2,4,3,2,46919,0.88
19,1,1,19,1,3,6,2,3,1,1,46902,0.42
19,1,1,19,1,3,7,2,2,1,1,46902,1.00
19,1,2,2,2,1,3,2,4,1,1,46901,1.04
19,1,1,18,1,3,6,2,2,1,1,46901,1.16
19,2,2,19,2,1,5,2,4,1,2,46901,0.74
19,1,1,19,1,1,3,2,2,1,1,46901,0.81
19,1,1,19,1,3,7,2,2,3,2,46901,1.08
19,1,2,41,2,3,5,2,2,5,1,46845,1.21
19,1,1,1,1,1,7,2,4,4,1,46835,0.81
19,1,1,18,2,1,1,1,4,1,1,46835,1.69
19,1,1,19,3,2,4,2,1,4,1,46835,0.78
19,1,1,19,2,3,3,2,2,1,2,46835,0.85
19,1,1,19,3,2,1,2,1,4,1,46825,0.62
19,1,1,19,1,3,5,2,2,1,1,46825,0.98
19,1,1,19,1,3,6,2,2,3,2,46825,1.25
19,1,1,27,1,3,5,2,2,3,1,46825,1.20
19,1,1,19,2,3,7,2,1,4,2,46819,1.27
19,1,1,19,2,2,3,2,1,4,1,46818,0.77
19,2,2,19,2,3,6,2,2,3,1,46818,1.43
19,1,1,51,1,3,7,2,2,3,1,46818,1.23
19,1,1,19,3,2,4,3,1,4,2,46815,0.73
19,1,1,19,1,3,1,2,2,3,1,46814,1.00
19,1,2,21,1,4,7,2,2,1,2,46808,0.72
19,2,2,27,2,2,4,3,4,1,2,46806,0.54
19,1,1,27,2,2,1,3,1,1,2,46806,0.72
19,1,1,31,2,2,7,3,1,3,1,46806,0.91
19,1,1,35,2,3,1,4,2,1,2,46806,0.92
19,1,1,19,2,4,3,1,2,4,2,46805,0.87
19,1,1,19,2,2,4,2,1,1,2,46805,0.83
19,2,1,32,1,1,1,2,1,1,2,46803,1.03
19,1,1,19,1,3,3,2,2,4,2,46793,1.01
19,1,1,19,2,4,3,2,2,5,1,46787,1.07
19,1,2,19,3,2,1,5,1,3,2,46774,0.72
19,1,1,19,3,2,1,5,4,3,2,46770,0.62
19,2,2,19,1,1,3,2,4,3,2,46767,0.77
19,1,1,19,1,3,6,2,2,3,2,46765,1.25
19,1,1,19,1,4,6,2,2,3,2,46765,1.07
19,1,1,19,2,1,5,2,4,1,2,46750,0.74
19,1,1,19,2,2,5,2,1,1,2,46750,0.79
19,1,2,19,3,2,4,2,1,2,1,46750,1.28
19,1,1,27,2,4,5,3,1,3,1,46750,1.48
19,1,1,19,1,4,5,2,2,4,1,46748,0.76
19,1,1,19,2,3,3,2,2,1,1,46738,1.01
19,1,2,19,1,4,5,2,2,4,1,46738,0.76
19,1,1,19,2,4,6,2,4,1,1,46733,1.27
19,1,1,19,2,3,5,2,2,4,1,46733,0.88
19,1,1,19,1,3,6,2,2,1,2,46723,0.97
19,1,1,27,1,3,7,2,2,4,2,46710,1.00
19,1,1,19,2,4,1,1,4,1,2,46706,1.11
19,1,1,19,1,3,1,2,4,3,1,46703,1.00
19,1,1,27,3,1,6,2,4,1,1,46703,1.20
19,1,1,19,2,4,3,2,1,5,2,46628,0.92
19,1,1,3,1,3,5,2,4,5,1,46619,1.09
19,2,2,19,2,4,1,3,4,1,2,46619,0.72
19,1,1,19,3,4,4,1,2,4,1,46616,0.94
19,1,2,27,1,4,3,2,4,4,2,46615,0.85
19,1,1,19,2,1,6,2,4,1,1,46614,1.20
19,1,1,19,1,3,5,2,2,1,1,46614,0.98
19,1,1,19,1,3,2,2,2,3,1,46614,2.16
19,1,2,27,1,4,5,2,2,3,2,46614,0.90
19,1,1,19,2,3,2,3,2,1,1,46613,1.94
19,1,1,13,3,2,1,3,4,3,1,46601,0.56
19,1,1,19,1,1,2,1,2,1,2,46593,1.19
19,1,1,19,2,4,7,2,1,4,1,46590,1.28
19,1,1,27,2,2,7,2,1,4,2,46580,0.65
41,1,1,19,2,1,3,2,2,3,1,46580,1.31
19,1,1,19,1,3,4,3,2,4,1,46574,1.01
19,2,2,19,2,1,3,2,4,3,2,46573,0.77
19,1,1,18,1,3,4,2,2,3,2,46567,1.10
19,2,1,19,1,4,5,2,2,1,2,46567,0.70
19,1,1,41,1,3,4,2,2,1,2,46567,0.85
19,1,1,19,2,3,4,2,2,1,2,46563,0.85
19,1,2,19,2,4,4,2,2,2,2,46563,1.12
19,1,1,19,1,3,5,2,2,1,2,46554,0.82
19,1,1,19,1,3,6,2,4,3,2,46553,1.10
19,1,1,19,3,3,4,2,3,1,2,46550,0.27
19,1,1,18,1,3,5,5,2,1,2,46545,1.30
19,1,1,19,3,2,5,2,1,3,2,46544,0.55
19,1,1,19,2,3,3,2,2,1,2,46544,0.85
19,1,1,19,3,2,5,2,1,3,2,46540,0.55
19,1,1,19,1,3,6,2,2,3,1,46536,1.43
19,1,1,19,1,2,6,1,1,3,2,46534,1.62
19,1,1,18,1,4,6,2,3,4,2,46530,0.29
19,1,1,19,2,4,4,2,4,1,1,46530,1.12
19,1,1,19,2,2,3,1,1,4,1,46528,2.29
19,1,1,18,1,3,7,2,2,1,1,46526,1.00
19,1,2,47,1,3,7,2,2,4,2,46517,1.00
19,1,1,52,2,2,4,2,1,3,1,46516,0.84
19,1,1,18,3,2,2,2,1,4,2,46514,1.15
19,1,1,19,1,3,1,5,2,1,1,46514,1.28
19,1,1,40,1,3,6,2,2,5,2,46507,1.61
19,1,1,44,1,3,7,2,2,5,1,46506,1.24
19,1,1,19,2,2,2,4,3,2,2,46410,0.46
19,2,2,19,2,4,1,3,1,4,2,46410,0.97
19,1,1,19,1,2,1,3,1,1,1,46407,1.12
19,1,1,21,2,1,2,2,2,2,2,46407,1.82
19,1,1,19,2,2,4,3,1,3,1,46406,0.92
19,2,2,19,3,4,1,1,3,3,2,46406,0.33
19,1,1,19,3,2,7,2,1,1,2,46405,0.81
19,1,1,18,2,3,2,3,1,3,2,46404,2.10
19,1,1,19,3,2,5,3,1,4,2,46404,0.70
19,1,1,19,3,2,6,2,4,1,1,46403,0.76
19,1,2,5,3,2,5,2,1,5,2,46394,0.54
19,1,1,19,1,3,3,2,2,4,1,46385,0.91
19,1,2,9,1,3,6,2,2,3,1,46383,1.43
19,1,1,19,3,2,3,2,1,1,1,46383,1.27
19,1,1,19,2,3,6,2,2,1,1,46383,1.16
19,1,1,19,2,2,7,2,1,5,2,46375,0.55
19,1,1,19,3,2,6,2,1,4,1,46375,0.89
19,1,1,19,1,4,5,2,2,1,2,46375,0.70
19,1,2,13,1,3,3,2,2,4,2,46368,1.01
19,1,1,18,1,2,3,2,1,5,2,46368,0.55
19,1,1,19,3,4,1,2,4,1,2,46368,0.65
19,1,1,19,3,4,5,2,2,1,2,46368,0.70
19,1,1,19,1,1,5,2,4,3,1,46368,0.97
19,1,1,21,1,4,7,2,2,3,1,46368,1.05
19,1,1,19,2,4,2,2,3,3,1,46366,0.57
19,1,1,19,1,3,5,2,2,1,1,46360,0.98
19,1,2,54,1,3,6,2,3,3,2,46360,0.34
19,1,1,18,2,4,7,2,2,5,2,46356,1.18
19,1,1,19,3,1,4,2,4,3,1,46356,1.01
19,1,1,18,3,2,6,3,1,2,2,46350,1.11
19,1,1,19,1,3,4,2,2,3,2,46350,1.10
19,1,1,19,1,3,3,1,2,1,1,46350,1.21
19,1,1,19,2,3,6,2,2,5,1,46350,1.43
19,1,1,19,1,4,4,2,2,3,1,46349,1.07
19,1,1,19,3,2,6,2,1,4,2,46342,0.76
19,1,1,19,3,2,6,2,1,4,2,46342,0.76
19,1,1,19,3,2,6,2,1,4,2,46342,0.76
19,1,1,19,3,2,6,3,1,4,2,46342,0.83
19,1,1,18,3,2,3,3,1,3,2,46323,0.62
19,1,1,19,3,2,7,2,1,4,1,46322,0.77
19,1,1,19,1,3,7,2,2,4,1,46321,0.90
19,1,1,19,2,4,7,2,2,3,1,46321,1.05
19,1,1,18,2,2,3,3,1,1,1,46320,1.40
19,1,1,18,2,4,3,1,4,1,2,46320,1.38
19,1,2,18,2,4,5,3,1,1,1,46320,2.26
19,1,1,19,2,2,5,3,1,3,2,46312,0.60
19,1,1,19,2,4,6,3,4,1,2,46312,1.03
19,1,1,19,2,2,2,3,1,3,1,46312,1.60
19,1,1,18,2,4,6,2,1,4,2,46311,1.26
19,1,1,19,1,3,5,2,2,1,2,46311,0.82
19,1,1,19,3,2,1,1,1,3,2,46310,1.13
19,2,2,19,1,3,7,2,2,1,1,46310,1.00
19,1,1,18,1,3,4,2,2,5,2,46307,1.41
19,1,1,18,2,4,6,2,4,3,2,46307,0.94
19,1,1,19,2,2,7,2,1,5,2,46307,0.55
19,1,1,19,1,3,7,2,2,3,2,46307,1.08
19,1,1,19,2,3,2,2,4,1,1,46307,2.26
19,1,1,19,2,3,7,2,2,1,1,46304,1.00
19,1,1,18,1,4,7,2,2,3,2,46303,0.92
19,1,1,19,2,4,7,2,3,3,1,46303,0.32
19,1,1,6,3,2,7,2,1,5,1,46268,0.63
19,1,1,19,1,3,7,2,2,1,1,46268,1.00
19,1,1,27,2,4,7,2,1,5,1,46268,1.06
19,1,1,41,3,2,1,2,1,4,1,46268,0.62
19,1,1,18,3,2,7,2,1,5,2,46260,0.55
19,1,1,44,3,2,6,2,1,4,2,46260,0.76
19,1,1,19,1,3,4,2,4,1,2,46259,0.96
19,1,1,19,2,4,3,3,1,1,1,46256,2.33
19,1,1,19,2,2,3,2,1,4,2,46256,0.66
19,1,1,28,1,3,4,2,2,2,1,46256,1.47
19,1,1,44,1,3,6,2,2,4,2,46254,1.16
19,1,1,19,3,4,7,2,1,3,2,46250,0.93
19,1,1,40,2,2,6,2,1,5,1,46250,0.74
19,1,1,19,2,1,2,2,4,1,2,46241,1.33
19,1,1,19,2,4,6,2,4,1,2,46241,0.94
19,1,1,50,3,2,7,2,1,3,2,46241,0.56
19,1,1,18,2,4,7,2,4,3,1,46240,1.05
19,1,1,19,3,2,7,2,1,5,1,46240,0.63
19,1,1,19,3,2,6,2,1,3,2,46240,0.65
19,1,1,44,1,3,7,2,2,2,1,46239,1.44
19,1,1,5,1,3,6,2,2,2,1,46237,1.67
19,1,1,19,2,4,4,2,3,3,1,46237,0.33
19,2,2,19,1,2,5,2,1,1,1,46237,1.23
19,1,1,19,2,2,4,1,1,3,1,46237,2.49
19,1,1,19,1,3,7,2,2,4,1,46237,0.90
19,1,1,19,1,3,4,2,2,3,1,46237,1.25
19,1,1,19,1,3,7,2,2,2,2,46237,1.29
19,1,1,19,2,4,1,1,2,4,1,46237,0.75
19,1,1,19,2,4,6,2,2,3,1,46237,1.22
19,1,1,19,3,4,3,4,1,5,2,46237,1.25
19,1,1,24,2,3,6,2,1,3,1,46237,1.87
19,2,2,19,3,1,5,2,4,5,2,46236,0.86
19,1,1,27,2,4,4,2,4,4,1,46236,0.88
19,1,1,37,1,3,5,2,2,5,1,46236,1.21
19,1,2,13,2,2,1,3,3,3,2,46235,0.13
19,1,2,19,3,2,4,3,2,1,2,46235,0.48
19,1,1,19,2,4,3,2,3,1,2,46235,0.23
19,1,2,19,2,4,3,3,3,1,2,46235,0.25
19,1,2,19,2,4,4,5,4,1,1,46235,1.77
19,1,1,19,1,3,3,2,2,4,1,46234,0.91
19,1,1,19,3,2,6,2,1,4,1,46229,0.89
19,1,1,19,2,1,3,2,4,4,1,46227,0.82
19,1,1,19,2,3,3,2,2,2,2,46227,1.30
19,1,1,19,2,4,3,2,2,4,1,46227,0.78
19,1,1,19,2,3,4,2,2,1,1,46226,1.02
19,1,1,19,2,4,4,3,3,2,1,46226,0.46
19,1,1,19,2,2,1,2,2,4,2,46226,0.41
19,1,1,19,2,2,3,2,3,3,2,46224,0.15
19,1,2,19,2,4,3,3,1,4,2,46224,1.21
19,1,2,19,2,4,3,1,4,3,2,46222,1.39
19,2,2,45,2,2,5,1,1,1,1,46222,3.65
19,1,1,19,2,1,1,5,4,1,3,46221,1.18
19,1,1,19,3,2,3,2,4,1,1,46221,0.67
19,1,1,19,2,2,5,3,1,3,2,46220,0.60
19,1,1,19,3,2,6,2,1,4,2,46220,0.76
19,1,1,18,1,2,6,2,1,3,2,46219,0.65
19,1,1,19,2,3,3,2,2,3,1,46219,1.24
19,1,2,17,1,3,1,3,2,2,2,46218,1.15
19,1,1,19,2,2,4,2,3,4,2,46218,0.15
19,1,2,19,2,2,3,2,1,1,2,46218,0.82
19,1,1,19,1,3,4,2,2,3,2,46218,1.10
19,1,1,19,2,4,1,3,3,1,1,46218,0.28
19,1,1,19,3,4,4,5,1,5,2,46218,1.47
19,1,2,50,2,4,3,3,4,3,2,46218,0.90
19,1,1,19,2,2,1,3,1,4,1,46217,0.68
19,1,1,19,1,2,6,2,1,3,1,46217,0.96
19,1,1,19,1,2,4,2,1,4,1,46211,0.78
19,1,1,19,3,2,3,2,1,1,2,46208,0.82
19,1,1,19,3,3,3,2,2,1,2,46208,0.85
19,1,1,19,2,4,6,2,4,4,2,46208,0.98
19,2,2,29,2,1,4,2,4,1,2,46208,0.77
19,1,1,19,1,3,7,2,1,4,1,46205,1.49
19,1,2,19,2,2,1,3,1,4,2,46203,0.58
19,1,2,19,1,3,4,2,2,1,1,46203,1.02
19,1,1,19,1,3,5,2,2,2,2,46203,1.26
19,1,1,19,1,4,7,2,2,3,1,46203,1.05
19,1,1,19,2,4,3,2,4,1,1,46203,1.11
19,1,1,19,3,3,2,1,2,4,2,46203,1.77
19,1,1,18,3,2,1,1,1,4,2,46202,1.32
19,2,1,19,3,2,1,3,4,2,2,46202,0.58
19,1,1,19,2,2,4,4,4,5,1,46202,0.79
19,1,2,44,2,4,5,2,1,3,1,46202,1.34
19,2,2,6,3,2,1,1,4,1,2,46201,0.67
19,1,1,11,2,4,1,1,1,1,2,46201,2.74
19,1,1,18,1,3,3,1,2,5,1,46201,1.49
19,1,1,19,1,3,7,2,2,1,1,46201,1.00
19,1,1,41,3,2,6,3,1,3,2,46201,0.71
19,1,1,19,2,2,7,2,1,4,2,46181,0.65
19,1,2,3,2,2,5,3,1,5,1,46176,0.68
19,1,1,19,1,3,7,2,1,5,1,46176,1.24
19,1,1,19,2,1,5,2,4,3,2,46176,0.74
19,1,1,19,3,4,1,2,4,1,2,46176,0.65
19,1,1,19,2,4,4,2,2,1,2,46173,0.73
19,1,1,19,1,4,4,2,3,5,1,46173,0.29
19,1,1,19,1,3,6,2,1,3,2,46167,1.26
19,1,1,19,1,3,6,2,2,4,1,46163,1.05
19,1,2,9,2,4,1,4,1,5,2,46161,1.00
19,1,1,41,1,3,5,2,2,4,1,46160,0.88
19,1,1,19,2,3,5,2,2,1,1,46158,0.98
19,1,1,19,1,3,2,2,2,2,1,46158,2.54
19,1,1,19,1,3,6,2,2,1,2,46151,0.97
19,1,1,19,2,4,5,2,3,4,1,46151,0.25
19,1,2,40,2,2,4,2,2,3,2,46151,0.56
19,1,1,19,3,1,6,2,4,1,2,46143,0.88
19,1,1,19,2,2,2,2,1,1,2,46143,1.43
19,1,1,19,1,3,1,1,2,3,1,46143,1.19
19,1,1,19,1,3,4,2,2,2,1,46143,1.47
19,1,1,19,3,4,4,2,1,3,1,46142,1.40
19,1,1,19,1,3,7,2,2,1,1,46140,1.00
19,1,2,19,2,3,4,2,2,1,1,46140,1.02
19,1,2,20,2,2,1,3,1,2,2,46140,0.77
19,1,1,19,3,3,3,2,2,3,1,46135,1.24
19,1,1,19,1,4,1,4,2,4,1,46135,0.85
19,1,1,28,2,3,7,2,1,5,2,46135,1.07
19,1,1,19,2,1,5,4,4,4,1,46131,1.08
19,2,2,19,3,1,5,2,4,1,2,46128,0.74
19,1,1,19,1,3,4,2,2,1,2,46124,0.85
19,1,1,21,2,1,5,2,4,2,1,46124,1.27
19,1,1,19,1,3,6,2,4,3,2,46122,1.10
19,1,1,19,1,3,6,2,2,3,2,46121,1.25
19,1,1,31,2,3,4,2,2,3,2,46115,1.10
19,1,1,19,1,3,5,2,2,4,1,46113,0.88
19,1,1,19,1,3,4,2,4,3,2,46112,0.97
19,1,1,19,3,4,5,3,1,4,1,46107,1.37
19,1,2,33,2,3,2,2,2,1,2,46107,1.48
19,1,1,15,2,3,7,2,2,4,2,46106,1.00
19,1,1,18,1,3,1,2,2,3,2,46077,0.88
19,1,1,18,3,2,1,2,1,3,2,46077,0.45
19,1,1,19,3,2,6,2,1,5,2,46074,0.64
19,1,1,19,2,2,6,2,1,1,2,46074,0.94
19,1,2,19,1,3,1,2,2,4,1,46074,0.73
19,1,1,41,3,2,4,2,1,5,2,46074,0.56
19,2,2,19,2,3,6,2,4,3,2,46071,1.10
19,1,1,18,2,1,3,2,4,4,1,46064,0.82
19,1,1,19,3,2,5,2,1,3,1,46064,0.81
19,1,1,41,1,4,6,2,2,4,2,46062,0.99
19,1,1,19,1,3,1,2,2,4,2,46060,0.81
19,1,1,19,2,2,7,5,1,3,2,46060,0.88
19,1,2,19,2,2,2,2,1,4,1,46060,1.35
19,1,1,20,3,3,5,2,4,2,1,46060,1.59
19,1,1,19,2,2,2,3,2,2,2,46052,1.28
19,1,1,19,1,1,3,2,4,1,1,46052,1.04
19,1,1,19,1,2,7,5,1,2,1,46052,1.99
19,1,1,19,2,3,4,2,2,3,2,46051,1.10
19,1,2,41,1,4,3,2,4,4,1,46051,0.88
19,2,2,19,2,1,4,2,4,1,2,46044,0.77
19,1,1,28,3,2,4,2,1,5,2,46040,0.56
19,1,1,16,1,3,3,4,2,5,1,46038,1.69
19,1,1,19,3,2,1,2,1,4,2,46038,0.53
19,1,1,19,2,4,6,2,1,3,2,46038,1.08
19,1,1,20,1,3,7,2,2,5,2,46038,1.38
19,1,2,27,2,4,4,2,3,4,2,46038,0.25
19,1,2,40,2,3,4,2,1,5,2,46037,1.09
19,1,1,19,1,2,4,2,1,4,1,46033,0.78
19,1,1,11,1,3,4,2,2,4,1,46032,0.92
19,1,1,19,3,2,4,2,1,4,2,46032,0.66
19,1,1,19,1,3,1,1,2,3,1,46032,1.19
19,1,1,19,2,4,5,2,1,5,2,46032,0.89
19,1,1,19,2,4,5,2,1,5,1,46032,1.03
19,1,2,19,1,3,6,2,2,3,2,46030,1.25
19,1,1,19,1,3,3,2,2,3,2,46016,1.09
19,1,1,19,1,3,5,2,2,3,2,46016,1.06
19,1,2,19,1,4,5,2,4,1,2,46016,0.79
19,1,1,19,1,3,1,2,4,3,1,46014,1.00
19,1,1,19,2,2,5,2,1,3,2,46013,0.55
19,1,1,19,3,2,3,2,1,3,2,46013,0.56
19,1,1,19,1,3,6,2,2,1,2,46013,0.97
19,1,1,19,3,2,1,2,1,1,2,46012,0.66
19,1,1,19,1,3,7,2,2,4,1,46012,0.90
19,1,2,19,2,4,7,2,1,3,2,46012,0.93
19,1,1,19,2,4,2,3,4,3,2,46012,1.57
19,1,1,19,1,3,6,2,2,3,2,46012,1.25
19,1,1,19,1,2,4,5,1,3,1,46011,1.33
19,1,1,21,1,3,7,2,2,5,1,46011,1.24
19,1,1,19,2,3,4,2,2,3,1,46001,1.25
19,1,1,19,1,3,3,2,2,1,2,46001,0.85
41,1,1,41,1,3,4,2,2,1,2,45885,0.98
41,1,2,41,2,4,4,2,4,4,1,45875,0.90
41,1,1,41,1,3,2,2,2,2,2,45850,2.36
41,1,1,41,2,1,4,2,4,1,2,45849,0.68
41,1,1,16,2,3,2,2,2,1,2,45822,1.97
41,1,1,41,2,4,3,2,2,1,1,45822,1.11
41,1,2,11,2,2,1,2,1,1,1,45810,2.30
41,1,1,41,3,2,3,2,1,1,1,45806,0.80
41,1,1,41,2,3,5,2,2,3,1,45773,2.31
41,2,2,41,1,3,5,2,2,3,2,45769,1.60
41,1,1,41,2,4,5,2,2,4,1,45732,2.24
41,1,1,41,2,3,1,2,4,4,2,45690,1.19
41,1,1,41,3,3,3,2,2,3,2,45682,1.53
41,2,2,37,3,2,4,5,1,5,2,45669,1.27
41,1,1,41,2,4,5,2,4,1,1,45640,1.18
41,2,2,41,2,1,4,2,4,1,1,45631,0.65
41,2,2,58,2,2,5,2,1,2,1,45631,2.01
41,1,1,41,1,3,3,2,3,2,2,45628,0.46
41,1,1,41,2,3,3,2,4,1,2,45601,0.95
41,1,1,41,1,3,5,2,2,4,2,45504,1.22
41,1,1,41,1,2,3,2,3,4,2,45503,0.19
41,1,1,41,1,3,1,2,2,2,2,45503,1.32
41,1,1,41,1,3,5,2,2,5,2,45477,1.37
41,1,2,41,2,3,4,2,2,3,2,45449,1.15
41,1,1,41,1,3,3,2,3,3,1,45439,0.45
41,1,1,41,2,3,3,2,2,3,2,45431,1.53
41,1,1,41,2,2,4,3,4,2,1,45420,0.89
41,1,2,41,2,4,3,2,1,1,2,45417,1.34
41,1,1,41,2,2,3,2,1,1,2,45417,0.80
41,1,2,6,1,3,3,2,2,3,2,45410,1.53
41,2,2,41,3,4,4,2,4,5,2,45403,0.72
41,2,2,41,2,3,4,2,2,1,1,45373,0.94
41,2,2,41,2,4,3,2,4,1,1,45320,0.81
41,1,2,26,1,2,1,2,2,4,1,45305,1.02
41,1,1,41,2,3,4,2,2,1,1,45302,0.94
41,1,1,41,1,3,3,2,2,3,1,45252,1.53
41,1,1,41,2,3,3,2,2,4,1,45242,1.75
41,1,2,41,2,2,1,2,1,4,2,45240,1.74
41,1,1,58,2,4,4,3,2,3,1,45240,0.46
41,1,2,9,2,4,5,3,4,1,2,45225,1.69
41,1,1,41,3,4,4,2,1,4,1,45224,2.08
41,1,1,41,3,2,1,2,1,3,2,45219,2.23
41,1,1,41,1,1,5,3,4,2,1,45214,2.69
