State,Midwest,Midwesterner,Born,Ideology,Partyregaff,Age,race,otehistory,education,gender,zip,weight
50,2,2,50,2,1,3,2,4,1,2,38501,0.78
50,2,2,50,3,1,2,2,4,5,2,38464,0.90
50,2,2,50,2,1,4,2,4,1,1,38305,0.67
50,2,2,50,2,1,3,2,4,3,2,38260,0.66
50,2,2,21,1,1,1,2,4,1,2,38237,0.72
50,2,2,50,3,1,2,2,2,4,1,38135,1.38
50,2,2,21,2,1,4,4,4,1,2,38122,1.64
50,2,2,47,2,1,4,2,4,4,2,37932,0.71
50,2,2,6,2,1,5,5,3,3,1,37921,0.42
50,2,2,50,2,1,3,2,2,2,1,37921,0.94
50,2,2,44,2,1,1,2,4,5,1,37919,0.84
50,1,1,50,1,1,1,2,4,1,2,37912,0.72
50,2,2,41,2,1,3,2,4,3,2,37901,0.66
50,2,2,50,2,1,4,2,4,2,2,37766,0.58
50,2,2,50,2,1,4,2,4,1,2,37766,0.67
50,2,2,50,1,1,3,2,4,1,1,37743,1.04
50,2,2,50,1,1,3,2,4,1,2,37663,0.78
50,2,2,11,1,1,5,2,4,1,1,37660,0.85
50,2,2,50,1,1,4,2,4,4,1,37618,0.49
50,2,2,50,1,1,5,2,4,1,2,37398,0.79
50,2,2,2,2,1,5,2,3,5,2,37365,0.34
50,2,2,50,2,1,1,2,2,3,2,37311,0.72
50,2,2,50,2,1,2,3,4,1,2,37209,1.30
50,2,2,21,1,1,5,2,2,1,2,37150,1.07
50,2,1,51,2,1,2,1,2,1,2,37130,0.00
50,2,2,40,2,1,3,2,2,3,2,37128,0.83
50,2,2,50,2,1,3,2,4,1,2,37087,0.78
50,1,1,6,1,1,1,2,4,1,2,37080,0.72
50,2,2,50,1,1,3,2,4,1,2,37072,0.78
50,2,2,50,2,1,2,3,4,3,2,37064,1.09
50,1,2,5,2,1,1,2,4,1,1,37058,0.99
3,1,2,3,2,1,3,2,4,1,2,72958,0.74
3,1,1,3,2,1,3,2,4,1,1,72956,1.31
3,2,2,42,1,3,4,2,2,4,2,72956,0.91
3,2,2,40,2,4,5,2,2,4,1,72952,1.00
3,2,2,3,2,3,2,4,2,4,2,72936,2.01
3,2,2,13,2,3,1,2,4,3,2,72936,1.00
3,2,2,3,1,1,3,2,4,1,2,72932,0.74
3,1,2,51,2,1,4,2,4,2,2,72921,0.56
3,2,2,3,1,1,3,2,4,1,2,72916,0.74
3,2,2,3,2,2,1,2,4,3,2,72904,0.59
3,1,1,3,1,1,4,2,4,1,1,72904,1.07
3,1,1,3,2,2,3,1,1,4,2,72903,4.26
3,2,2,3,3,1,3,2,1,1,3,72903,0.92
3,2,2,3,2,4,4,2,4,1,1,72903,1.27
3,2,2,3,3,2,1,2,1,1,2,72903,0.51
3,2,2,3,3,2,4,2,3,3,2,72901,0.15
3,1,2,3,1,3,1,2,2,3,1,72901,2.48
3,1,1,40,1,3,4,3,2,3,1,72901,0.81
3,2,2,20,2,3,4,2,2,1,2,72865,1.65
3,1,1,3,3,2,5,2,1,1,2,72835,0.41
3,2,2,3,2,2,2,1,1,4,1,72833,4.21
3,1,2,3,1,3,1,2,2,3,2,72833,2.08
3,1,1,3,2,1,1,2,4,1,2,72830,0.97
3,2,2,3,2,4,4,2,4,3,2,72830,0.68
3,2,2,6,1,3,4,2,2,1,2,72830,1.65
3,2,2,3,1,4,3,2,2,5,2,72802,0.89
3,1,1,3,2,1,2,2,4,1,1,72774,1.64
3,1,1,6,2,2,2,1,1,3,1,72764,4.44
3,2,2,6,2,1,4,2,4,1,2,72764,0.61
3,2,2,51,2,2,3,3,4,1,2,72762,0.90
3,2,2,3,3,2,4,2,1,5,1,72753,0.82
3,2,2,3,3,2,3,5,2,3,2,72751,2.59
3,1,1,3,2,2,1,2,1,4,1,72742,1.17
3,2,2,6,3,2,3,1,2,4,1,72740,1.93
3,2,2,3,2,3,5,2,4,1,2,72738,0.86
3,2,2,3,2,3,4,2,4,2,2,72736,0.62
3,1,2,3,2,3,3,2,1,2,1,72736,0.89
3,2,2,3,2,1,1,2,4,1,2,72734,0.97
3,1,2,3,2,2,3,2,1,1,2,72730,0.39
3,2,2,3,2,1,3,2,4,1,2,72719,0.74
3,1,2,3,2,3,4,2,2,2,2,72719,1.42
3,1,1,3,3,2,3,2,1,3,2,72714,0.80
3,1,2,13,3,2,3,2,1,5,2,72714,0.60
3,2,2,3,2,4,4,2,3,3,1,72713,0.32
3,2,1,27,2,2,7,2,1,4,1,72713,0.26
3,1,1,3,3,2,1,2,1,5,2,72712,0.78
3,2,2,3,2,4,3,2,4,2,1,72712,1.04
3,2,1,20,3,2,5,3,1,5,1,72712,3.73
3,2,2,3,1,3,4,2,2,1,1,72704,2.90
3,2,1,29,2,4,1,1,4,3,2,72704,4.03
3,2,2,42,3,1,4,2,4,3,1,72701,0.68
3,2,2,3,2,4,5,2,2,1,2,72687,2.29
3,1,2,24,2,1,1,2,4,1,2,72658,0.97
3,1,2,3,3,4,4,2,1,4,1,72651,1.35
3,2,1,57,2,4,5,2,2,1,1,72641,4.03
3,2,2,3,1,4,3,2,4,1,1,72601,1.55
3,1,1,11,2,1,3,2,4,1,2,72601,0.74
3,1,2,11,2,1,3,2,4,1,2,72601,0.74
3,2,2,51,3,4,4,2,2,1,2,72562,1.78
3,2,2,3,1,3,4,2,2,5,2,72550,0.67
3,2,2,18,1,3,6,2,2,3,2,72542,1.61
3,2,2,3,2,3,4,2,2,3,1,72521,1.55
3,2,2,3,1,3,2,2,4,1,2,72501,1.03
3,2,2,3,1,3,1,2,2,1,2,72501,2.64
3,2,2,3,3,4,4,2,3,1,2,72501,0.27
3,2,2,40,1,3,6,2,2,4,1,72501,0.80
3,2,2,3,2,1,4,2,4,3,2,72472,0.57
3,2,2,3,1,3,4,2,2,1,1,72472,2.90
3,2,2,3,3,2,4,2,4,4,1,72455,0.28
3,2,2,3,1,4,5,2,2,4,1,72450,1.00
3,2,2,3,1,4,7,2,2,3,1,72450,0.60
3,1,1,3,2,4,1,3,3,3,1,72431,1.10
3,2,2,3,2,4,2,2,4,3,2,72417,1.04
3,2,2,50,3,1,3,2,1,3,2,72416,1.23
3,2,2,3,2,3,4,2,2,3,2,72404,1.30
3,1,1,3,2,1,2,2,4,5,2,72401,0.61
3,2,2,3,2,2,2,4,4,3,2,72401,0.81
3,2,1,3,3,3,3,4,1,4,1,72401,2.20
3,2,2,3,2,4,1,3,1,1,2,72401,3.01
3,1,2,22,2,1,4,2,4,1,2,72401,0.61
3,1,1,8,1,4,4,2,1,2,2,72386,0.61
3,1,1,3,3,1,1,2,1,1,1,72364,1.39
3,2,2,3,2,2,1,3,4,1,2,72335,1.18
3,2,2,3,3,2,4,3,1,5,2,72335,1.57
3,2,2,3,1,3,3,2,2,3,1,72315,1.90
3,2,2,40,2,3,1,2,4,5,1,72301,1.17
3,2,2,50,2,4,3,2,3,3,2,72301,0.33
3,2,2,3,2,2,3,3,4,1,1,72223,1.75
3,2,2,3,2,3,4,2,2,4,2,72223,0.91
3,2,2,18,2,3,4,2,2,5,2,72223,0.67
3,2,2,3,2,1,3,2,4,3,2,72212,0.70
3,1,1,3,1,3,3,2,2,3,1,72212,1.90
3,2,2,6,3,2,3,2,1,2,1,72212,0.52
3,1,2,3,3,2,4,2,1,5,1,72211,0.82
3,2,2,3,1,3,3,2,3,4,1,72211,0.22
3,1,1,3,3,3,2,4,2,1,1,72211,6.39
3,2,2,3,3,4,2,2,1,5,1,72211,2.33
3,2,2,48,3,2,5,2,1,4,1,72211,0.95
3,2,2,22,1,2,4,3,1,3,1,72209,2.73
3,2,2,3,1,3,3,2,2,3,1,72206,1.90
3,2,2,37,2,2,3,3,1,4,2,72205,3.65
3,2,2,40,3,1,4,2,1,4,1,72205,1.14
3,2,2,51,1,3,5,2,2,3,1,72205,2.00
3,2,2,3,3,1,3,3,4,1,2,72204,1.40
3,1,1,3,3,2,1,3,2,3,2,72202,0.58
3,2,1,3,1,3,3,2,2,3,1,72176,1.90
3,2,2,3,2,4,5,2,4,1,1,72173,1.63
3,2,2,3,2,1,2,2,2,1,2,72153,2.30
3,2,2,3,1,3,3,2,2,1,1,72150,3.56
3,2,2,3,1,4,3,2,2,1,1,72143,3.84
3,1,1,3,2,2,1,3,1,1,2,72142,1.63
3,2,2,3,2,4,4,2,4,3,2,72134,0.68
3,2,2,3,2,4,2,2,4,1,2,72129,1.11
3,2,2,3,3,4,7,2,1,3,1,72125,0.51
3,1,2,3,2,3,1,3,2,1,2,72120,1.26
3,2,2,29,3,4,3,2,4,1,2,72120,0.88
3,2,2,3,2,3,2,2,4,4,1,72118,0.74
3,2,2,3,3,4,3,5,1,2,2,72117,2.07
3,2,2,3,1,3,4,1,4,3,2,72116,2.34
3,1,1,3,2,4,4,2,1,4,1,72116,1.35
3,2,2,9,1,3,3,4,3,4,2,72116,0.40
3,2,2,37,1,4,3,2,2,4,1,72113,0.95
3,2,2,58,2,2,1,3,4,1,2,72113,1.18
3,1,1,3,2,4,1,2,2,4,1,72110,1.24
3,2,2,3,1,1,1,2,4,1,1,72110,1.70
3,2,2,3,3,2,7,2,1,5,2,72110,0.17
3,2,2,51,1,3,3,2,4,2,1,72110,0.97
3,2,2,3,2,2,4,3,4,1,2,72104,0.74
3,2,2,3,1,3,1,2,4,3,2,72086,1.00
3,2,2,#NULL!,2,2,3,3,3,5,1,72076,0.38
3,2,1,22,3,2,3,2,1,1,1,72076,0.69
3,2,2,53,2,4,3,2,4,#NULL!,2,72065,#NULL!
3,2,2,3,3,2,1,2,3,4,2,72058,0.21
3,1,2,3,1,1,4,3,4,1,1,72039,2.21
3,2,2,3,2,2,4,2,1,4,2,72034,0.93
3,2,2,3,1,3,4,2,2,1,1,72034,2.90
3,2,2,3,2,4,1,2,4,3,2,72034,1.08
3,2,1,20,3,2,4,2,1,3,1,72034,0.77
3,2,1,3,2,3,1,2,4,3,2,72032,1.00
3,2,2,3,2,4,5,2,2,2,1,72032,2.52
3,2,2,3,2,3,4,2,2,3,1,72032,1.55
3,2,2,51,1,3,5,2,2,1,2,72031,2.13
3,2,2,1,3,2,4,2,1,3,2,72023,0.65
3,1,1,3,1,3,3,2,1,1,2,72023,0.67
3,2,2,3,2,1,2,2,4,3,2,72023,0.87
3,2,2,3,2,3,5,2,2,3,1,72023,2.00
3,2,2,3,2,4,3,2,2,2,2,72022,1.88
3,1,1,3,2,4,2,2,2,4,1,72022,1.19
3,2,2,3,3,2,1,2,4,1,3,72019,0.94
3,2,2,3,1,3,5,2,2,2,2,72019,1.83
3,2,1,7,3,2,1,2,1,3,2,72019,1.04
3,2,2,3,2,1,1,2,4,1,1,72017,1.70
3,2,2,3,2,2,5,2,4,1,2,72017,0.50
3,2,2,3,2,4,2,2,4,1,2,72015,1.11
3,1,2,3,1,3,3,2,2,3,2,72015,1.60
3,1,1,3,2,2,3,2,1,1,1,72012,0.69
3,1,1,3,2,1,1,3,2,1,2,72010,1.14
3,2,2,3,2,3,3,2,2,1,2,72007,2.02
3,1,1,3,1,3,2,2,2,3,2,72007,2.00
3,2,2,3,3,2,5,2,1,5,2,72002,0.63
3,1,1,3,2,3,3,2,1,4,1,72002,1.54
3,2,2,22,2,4,4,2,2,4,1,71965,0.78
3,2,2,3,1,3,5,2,2,1,2,71958,2.13
3,1,1,44,1,3,5,2,2,3,1,71953,2.00
3,2,2,3,3,1,5,2,4,1,1,71913,1.37
3,1,1,3,2,3,1,3,3,2,2,71913,0.75
3,2,2,3,2,1,3,2,4,1,1,71913,1.31
3,2,2,3,3,2,1,2,4,3,3,71913,0.53
3,2,2,5,2,4,4,2,2,4,2,71913,0.98
3,2,2,6,2,4,7,5,3,3,2,71913,0.27
3,2,2,31,2,4,3,2,4,1,2,71913,0.88
3,2,2,51,2,1,4,2,4,5,2,71913,0.39
3,1,1,3,2,2,1,2,2,4,2,71854,0.85
3,2,2,3,3,2,3,2,1,4,1,71854,0.90
3,1,1,3,1,2,1,3,1,1,1,71854,3.16
3,1,1,19,3,2,5,2,1,2,1,71854,0.55
3,2,2,22,2,1,5,2,4,3,1,71852,0.87
3,2,2,3,2,1,1,2,4,1,1,71841,1.70
3,2,2,51,2,4,4,2,2,1,2,71822,1.78
3,2,2,3,2,4,1,2,4,4,2,71762,1.06
3,2,2,3,1,4,5,2,2,4,2,71753,1.27
3,2,2,22,2,2,3,2,4,3,1,71749,0.54
3,1,1,3,1,3,3,2,2,4,1,71743,0.88
3,2,2,3,2,2,3,2,4,3,1,71730,0.54
3,2,2,3,2,3,3,2,4,1,1,71730,1.44
3,2,2,3,2,4,4,3,4,5,2,71730,0.88
3,2,2,3,2,4,4,3,1,3,2,71730,3.83
3,2,2,6,2,4,4,3,4,3,1,71730,1.67
3,2,2,3,2,1,4,3,4,1,1,71701,2.21
3,2,2,3,2,2,1,3,4,1,1,71701,2.28
3,2,2,3,2,4,4,3,2,4,1,71655,0.41
3,2,2,36,2,3,6,2,2,2,1,71655,2.01
3,2,2,51,2,3,4,2,2,1,2,71640,1.65
3,1,1,3,1,3,1,3,2,4,2,71603,0.69
3,2,2,3,1,3,4,2,2,4,2,71603,0.91
3,2,2,3,2,2,3,3,1,1,1,71602,2.43
29,1,2,42,2,4,3,2,3,3,1,69701,0.28
29,1,2,29,2,2,3,3,1,4,2,66016,1.65
29,1,1,29,2,3,1,2,2,4,2,65810,1.51
29,1,1,29,2,4,5,5,3,3,2,65807,0.26
29,1,2,51,3,2,4,5,1,4,2,65807,1.27
29,1,1,29,2,2,4,2,1,5,2,65804,0.60
29,1,1,29,1,3,1,2,2,3,1,65804,1.78
29,1,1,18,3,2,2,2,4,5,2,65804,4.14
29,1,1,43,2,2,4,5,1,5,1,65803,0.91
29,2,1,29,2,1,5,2,4,2,1,65803,1.83
29,1,1,29,2,2,7,2,1,5,1,65802,0.24
29,1,1,29,3,2,2,2,1,1,1,65802,4.68
29,1,2,6,2,1,1,2,4,1,2,65801,0.86
29,1,1,29,2,1,1,2,4,1,1,65779,1.41
29,1,1,29,1,1,1,2,4,1,1,65764,1.41
29,1,1,29,2,4,1,1,3,3,1,65760,1.26
29,1,1,29,1,3,1,2,2,3,2,65742,1.05
29,1,1,29,1,3,5,2,2,3,2,65742,1.74
29,1,1,29,1,3,3,2,2,4,1,65742,2.57
29,1,1,29,1,3,4,5,2,3,2,65735,2.60
29,1,1,51,3,2,4,2,1,5,2,65721,0.60
29,1,1,20,1,3,4,2,2,1,2,65721,1.73
29,1,1,5,1,3,3,2,2,4,2,65714,2.44
29,1,2,13,2,4,4,2,2,1,1,65710,0.62
29,1,1,29,2,1,3,2,4,1,2,65708,1.04
29,1,2,42,1,4,1,2,4,1,1,65704,0.76
29,1,1,29,2,1,3,3,1,3,1,65674,1.86
29,2,2,3,1,4,3,2,4,4,1,65672,0.76
29,1,2,29,2,1,4,2,4,3,2,65663,1.21
29,1,1,29,2,2,4,2,2,2,1,65647,1.70
29,1,1,29,1,3,3,2,2,1,2,65622,1.42
29,1,1,56,1,3,2,2,2,2,1,65616,0.50
29,1,1,13,2,1,1,4,4,3,2,65616,1.65
29,1,1,20,2,3,3,2,2,3,1,65613,2.29
29,1,1,29,2,2,4,2,2,3,2,65605,1.29
29,1,1,29,3,4,5,2,3,3,2,65560,0.21
29,1,1,29,2,1,4,2,4,2,1,65559,1.54
29,2,2,37,2,4,4,2,2,2,2,65556,0.58
29,1,1,29,1,3,5,2,2,2,2,65542,1.78
29,1,2,6,1,3,2,2,2,2,2,65542,4.38
29,1,1,7,2,3,1,2,2,1,2,65536,0.88
29,1,2,11,3,2,3,2,1,1,2,65442,1.25
29,1,1,29,2,3,3,2,2,1,2,65401,1.42
29,1,1,29,2,3,3,2,2,5,2,65401,1.95
29,1,1,29,1,3,1,2,2,4,2,65338,1.51
29,1,1,22,2,4,4,2,4,1,2,65301,0.55
29,1,1,29,3,2,1,2,4,3,2,65301,1.26
29,1,1,29,1,3,5,2,2,2,1,65301,2.85
29,1,1,29,1,3,5,2,2,4,1,65301,3.13
29,1,1,29,2,3,3,2,2,1,2,65281,1.42
29,1,1,11,3,4,1,5,4,1,1,65248,0.96
29,1,2,6,2,4,3,2,3,4,2,65203,0.24
29,1,1,29,3,2,6,2,1,5,2,65203,0.63
29,1,1,29,3,4,6,2,3,3,1,65202,0.26
29,1,1,29,3,2,2,3,1,1,1,65202,5.78
29,1,1,29,2,4,1,2,1,3,1,65201,1.03
29,1,1,20,3,2,1,2,1,3,2,65201,1.51
29,1,1,28,2,4,3,2,3,5,2,65101,0.16
29,1,2,51,2,4,7,2,3,3,1,65079,0.08
29,1,1,29,1,3,4,2,2,3,1,65078,2.66
29,1,1,42,3,2,3,2,1,4,2,65052,1.34
29,1,1,35,1,3,7,5,2,5,1,65037,1.17
29,1,1,29,1,3,5,2,2,2,1,65010,2.85
29,1,1,29,3,4,4,2,2,2,1,64870,0.75
29,1,1,29,3,2,4,2,1,3,1,64870,1.31
29,1,1,18,2,4,5,1,1,5,2,64862,3.93
29,1,1,3,1,2,3,2,2,1,1,64847,1.20
29,1,1,29,2,3,1,2,2,4,2,64831,1.51
29,1,1,3,2,4,5,2,1,3,1,64804,0.99
29,1,2,20,2,2,1,2,2,3,1,64801,1.12
29,1,1,42,1,3,3,2,2,1,1,64776,1.92
29,1,1,29,1,1,1,2,4,1,2,64772,0.86
29,2,2,20,1,3,4,2,2,4,1,64762,2.98
29,1,1,13,1,3,1,2,4,3,2,64735,2.01
29,1,1,39,3,2,4,2,1,1,1,64644,1.10
29,1,1,29,1,3,2,2,2,4,1,64506,0.54
29,1,1,29,2,2,3,2,1,3,2,64506,1.49
29,1,1,29,2,1,3,2,2,2,2,64505,0.89
29,1,1,16,2,4,3,2,3,2,2,64473,0.22
29,1,1,29,2,4,1,2,4,3,2,64473,0.56
29,1,1,29,2,1,3,2,4,1,2,64429,1.04
29,1,1,29,1,3,5,2,4,1,1,64429,2.91
29,1,1,59,2,4,3,2,2,4,2,64401,0.68
29,1,1,29,1,3,2,2,2,3,1,64163,0.49
29,1,1,29,3,2,4,2,1,3,1,64158,1.31
29,1,1,29,2,3,4,4,2,2,2,64157,3.37
29,1,1,29,1,3,4,4,3,4,1,64156,1.31
29,1,1,29,2,4,3,2,2,4,1,64152,0.71
29,1,1,5,2,1,1,2,1,1,2,64152,1.04
29,1,2,6,3,2,3,2,1,1,3,64138,1.64
29,1,1,40,1,3,1,3,1,4,1,64138,3.20
29,1,2,29,2,1,1,2,4,1,2,64134,0.86
29,1,1,29,1,4,5,2,2,4,1,64133,0.87
29,1,1,29,3,2,3,2,1,4,2,64131,1.34
29,2,2,29,1,1,4,2,4,1,2,64129,1.02
29,1,1,29,2,4,2,3,4,1,1,64127,0.28
29,1,1,51,1,3,3,1,2,3,1,64127,4.27
29,1,1,29,2,4,4,1,1,1,2,64123,4.51
29,1,1,16,2,3,5,2,2,2,1,64119,2.85
29,1,1,16,2,2,4,2,3,3,2,64118,0.48
29,1,2,24,1,4,3,2,1,1,2,64118,0.55
29,1,1,20,2,4,5,2,1,5,1,64116,0.55
29,1,1,18,2,3,2,2,3,4,2,64111,2.31
29,1,2,22,3,2,2,2,1,5,1,64111,3.07
29,1,1,29,2,1,4,5,4,3,2,64109,1.53
29,1,1,20,2,4,3,5,3,2,1,64086,0.36
29,1,1,29,1,3,3,2,2,1,1,64085,1.92
29,1,1,29,2,4,5,2,2,3,1,64083,0.77
29,1,1,29,3,2,1,2,1,3,2,64082,1.51
29,1,1,29,2,4,5,2,4,1,1,64068,0.81
29,1,1,29,3,2,3,2,1,5,2,64057,0.79
29,1,1,29,1,3,4,2,4,1,2,64056,1.98
29,1,1,29,3,4,1,2,1,1,3,64055,0.72
29,1,1,29,1,4,3,3,4,1,1,64052,0.90
29,1,1,29,1,3,1,2,2,1,1,64050,1.49
29,1,2,41,2,4,1,2,4,1,1,64037,0.76
29,1,1,29,2,4,5,3,4,2,1,64037,1.22
29,1,1,29,2,4,3,2,4,1,1,64030,0.73
29,1,1,29,1,4,4,2,2,4,1,64029,0.82
29,1,2,52,2,4,4,2,2,4,1,64028,0.82
29,1,1,29,2,4,5,2,4,1,1,64024,0.81
29,1,1,7,3,2,3,2,4,3,1,64022,1.97
29,1,1,29,3,4,5,2,3,3,1,64015,0.32
29,2,1,7,1,1,2,3,2,2,1,63942,0.31
29,1,1,29,2,3,4,2,2,1,1,63937,2.23
29,1,1,29,2,3,5,2,2,3,2,63901,1.74
29,2,2,13,3,2,5,2,1,3,1,63877,2.24
29,1,2,3,2,4,5,2,4,1,1,63857,0.81
29,1,1,29,3,2,1,2,1,4,2,63857,1.35
29,2,2,29,1,1,3,2,3,3,2,63845,0.40
29,1,2,50,1,3,4,3,1,3,1,63834,2.59
29,1,2,50,2,4,4,3,1,4,2,63801,0.55
29,1,1,29,1,3,1,2,2,4,1,63763,1.99
29,1,1,29,2,2,4,2,1,1,1,63640,1.10
29,1,1,29,2,3,5,2,2,3,2,63640,1.74
29,1,2,11,2,4,5,2,2,5,1,63628,0.92
29,1,1,29,1,3,3,2,2,3,1,63559,2.29
29,1,1,20,3,4,4,5,1,3,2,63549,0.62
29,1,1,29,2,4,3,2,2,3,2,63501,0.47
29,1,1,29,2,4,4,2,4,1,2,63501,0.55
29,1,1,6,1,3,5,2,2,3,2,63445,1.74
29,1,1,29,2,4,1,4,1,3,1,63389,1.64
29,1,1,29,2,4,1,2,4,1,2,63385,0.47
29,1,1,29,2,4,3,2,2,2,2,63385,0.48
29,1,1,29,2,2,3,3,1,3,2,63385,1.84
29,1,1,18,1,3,5,2,2,1,2,63383,1.46
29,1,1,11,2,4,1,2,4,3,2,63379,0.56
29,1,1,29,1,3,3,2,2,1,2,63379,1.42
29,1,1,29,3,2,3,3,1,4,2,63367,1.65
29,1,2,29,1,3,1,2,2,1,1,63366,1.49
29,1,1,6,1,3,5,2,2,3,2,63366,1.74
29,1,1,29,2,2,5,3,1,3,2,63366,1.91
29,1,2,29,2,2,2,2,3,4,1,63359,0.12
29,1,1,16,1,3,3,2,2,3,2,63352,1.70
29,1,1,29,2,3,4,2,2,2,1,63343,2.72
29,1,1,18,3,4,3,2,1,3,1,63303,0.81
29,1,1,29,2,4,1,2,4,1,2,63301,0.47
29,1,1,27,3,2,3,2,1,4,1,63301,1.28
29,1,1,29,3,2,3,2,1,3,2,63301,1.49
29,1,2,44,1,3,3,5,2,1,2,63301,1.79
29,1,1,29,1,3,3,2,2,3,1,63301,2.29
29,1,1,29,2,3,1,2,4,1,1,63301,2.74
29,1,2,11,3,4,1,2,1,3,2,63139,0.67
29,1,2,29,2,4,3,3,4,3,1,63137,1.08
29,1,1,29,2,2,2,3,1,1,1,63137,5.78
29,2,1,29,2,4,4,3,4,4,2,63136,0.91
29,1,1,29,3,2,4,3,1,4,2,63136,1.24
29,1,2,29,3,4,1,3,4,1,2,63135,0.58
29,1,1,29,3,4,6,3,1,5,1,63131,0.40
29,1,2,29,3,4,4,2,2,1,2,63129,0.48
29,1,1,29,3,2,3,2,1,4,2,63129,1.34
29,1,1,29,1,3,1,2,4,3,2,63129,2.01
29,1,1,29,2,3,2,3,2,1,2,63125,4.44
29,1,1,18,2,3,3,2,1,5,2,63124,1.27
29,1,2,51,2,4,3,4,4,3,2,63123,1.07
29,1,1,29,3,2,4,2,1,5,2,63122,0.60
29,1,1,29,2,2,4,3,1,5,2,63121,0.74
29,1,1,29,1,4,4,2,3,5,1,63118,0.20
29,1,1,18,1,2,4,2,1,5,1,63118,0.72
29,1,1,29,1,3,2,2,2,4,1,63114,0.54
29,1,1,29,3,2,3,2,1,1,2,63114,1.25
29,1,1,29,1,1,4,2,4,2,1,63114,1.54
29,1,1,29,2,2,3,3,1,4,1,63114,1.58
29,1,1,19,3,2,4,2,1,4,2,63109,1.00
29,1,1,29,2,4,1,3,4,1,2,63107,0.58
29,1,1,29,2,4,2,3,4,1,1,63106,0.28
29,1,1,29,2,4,3,3,1,1,1,63106,0.84
29,1,2,29,2,4,3,2,1,4,2,63105,0.59
29,1,1,8,3,1,1,2,4,1,2,63103,0.86
29,1,1,29,2,4,5,2,4,3,2,63090,0.63
29,1,1,29,1,4,3,2,4,1,1,63084,0.73
29,1,1,29,1,3,4,2,2,3,2,63084,2.06
29,1,1,29,2,3,5,2,2,1,2,63080,1.46
29,1,1,29,2,3,2,2,2,3,1,63069,0.49
29,1,1,29,3,4,1,2,4,5,2,63060,0.42
29,1,1,29,2,4,4,2,4,1,2,63052,0.55
29,1,1,29,2,2,3,2,1,5,1,63048,1.01
29,1,1,29,2,3,3,2,1,4,2,63043,2.13
29,1,1,29,2,2,3,3,1,4,2,63042,1.65
29,1,1,29,1,3,4,2,2,4,2,63041,2.96
29,1,1,29,2,4,1,2,1,2,2,63033,0.68
29,1,1,29,2,2,4,2,1,5,1,63031,0.72
29,1,1,29,2,4,5,2,2,3,2,63026,0.48
29,1,1,29,2,2,3,2,1,3,2,63026,1.49
29,1,1,22,1,3,3,2,2,2,1,63025,2.34
29,1,2,29,1,3,4,2,4,3,1,63023,2.93
29,1,2,29,3,3,2,2,2,1,2,63021,3.59
29,1,1,29,2,4,4,2,4,1,1,63020,0.68
29,1,1,29,3,2,4,2,1,4,2,63017,1.00
29,1,1,29,2,1,4,2,4,1,1,63011,1.26
18,1,1,18,1,3,5,2,2,4,1,62995,2.40
18,1,1,18,1,3,3,2,2,4,2,62979,0.78
18,1,1,18,3,4,5,2,3,4,1,62959,0.55
18,1,1,6,1,3,3,2,2,1,1,62902,1.37
18,1,2,18,2,4,4,2,4,1,2,62864,0.77
18,2,2,21,1,3,5,2,2,3,2,62864,0.94
18,1,1,18,3,2,3,2,4,1,2,62837,0.48
18,1,1,18,2,4,2,2,4,1,2,62812,0.95
18,1,1,29,2,4,5,2,2,1,2,62812,1.11
18,2,2,18,2,4,3,2,4,1,1,62712,0.94
18,1,1,18,1,3,4,2,2,4,1,62711,1.26
18,1,1,18,3,2,2,2,2,3,1,62704,1.26
18,1,1,18,1,2,3,2,1,5,1,62702,0.73
18,1,1,18,3,2,3,2,1,5,1,62702,0.73
18,1,1,18,3,3,3,2,1,5,1,62702,0.72
18,1,1,18,1,3,5,2,2,3,2,62629,0.94
18,1,1,18,2,3,4,2,1,1,1,62613,0.86
18,1,1,18,3,2,4,2,1,5,2,62613,0.83
18,1,2,18,2,2,4,2,4,1,1,62526,0.66
18,1,1,18,2,4,2,2,2,3,2,62526,1.40
18,1,1,18,2,1,1,3,3,2,2,62524,0.60
18,1,1,18,2,3,4,2,1,3,2,62454,1.16
18,1,1,18,2,4,3,2,1,1,1,62450,1.28
18,1,1,18,1,3,3,2,2,3,2,62447,0.82
18,1,1,18,2,3,4,2,4,1,2,62411,0.60
18,1,1,29,1,3,6,2,2,3,2,62298,1.37
18,1,1,18,3,2,1,2,4,1,2,62264,0.47
18,1,1,18,1,2,3,2,4,1,1,62226,0.73
18,1,1,18,1,2,4,2,1,3,1,62223,1.15
18,1,1,18,2,3,5,2,2,3,2,62223,0.94
18,1,1,49,1,3,1,1,2,3,2,62221,2.17
18,1,1,18,1,4,4,2,4,3,2,62218,0.91
18,1,1,6,1,3,4,2,2,4,2,62035,0.86
18,1,2,27,3,2,3,2,1,3,2,62025,0.96
18,1,1,18,2,2,4,2,2,3,2,62017,0.91
18,1,1,18,2,4,5,3,2,3,2,62002,0.45
18,2,1,5,2,1,1,2,4,1,2,62002,0.69
18,1,2,37,1,3,3,2,2,3,2,62002,0.82
18,1,1,18,2,3,1,2,1,1,1,61925,0.74
18,1,1,18,2,4,2,2,4,5,2,61866,0.95
18,1,1,18,3,2,4,2,1,4,2,61856,0.68
18,1,1,18,2,3,4,2,2,5,2,61856,0.80
18,1,1,18,1,3,3,2,2,4,2,61732,0.78
