Do you live in the Midwest or the South?,"Do you live in the Midwest, the Great Plains, or the West?","Do you live in the Midwest, Appalachia, or the South?",What is your party affiliation/registration?,What is your age range?,"For statistical purposes only, can you please tell me your ethnicity?",What is the highest level of education you have attained?,Can you please tell me your gender?,ZIP,ZIP3,STATE,weights
#NULL!,2,#NULL!,3,1,2,4,2,57201,572,4,1.05
#NULL!,1,#NULL!,3,1,4,1,2,57451,574,4,1.12
#NULL!,1,#NULL!,3,1,1,2,1,57382,573,4,1.17
#NULL!,2,#NULL!,3,1,2,5,2,57107,571,4,1.24
#NULL!,1,#NULL!,3,1,1,3,2,57719,577,4,1.30
#NULL!,1,#NULL!,3,1,2,3,2,57058,570,4,1.36
#NULL!,2,#NULL!,3,1,2,3,2,57701,577,4,1.36
#NULL!,1,#NULL!,3,1,2,3,2,57701,577,4,1.36
#NULL!,1,#NULL!,3,1,3,1,1,57103,571,4,1.41
#NULL!,1,#NULL!,3,1,5,1,1,57103,571,4,1.49
#NULL!,1,#NULL!,3,1,2,1,1,57022,570,4,1.56
#NULL!,1,#NULL!,3,1,2,1,1,57106,571,4,1.56
#NULL!,1,#NULL!,3,1,2,1,1,57266,572,4,1.56
#NULL!,1,#NULL!,3,1,2,1,1,57274,572,4,1.56
#NULL!,1,#NULL!,3,1,2,1,1,57276,572,4,1.56
#NULL!,1,#NULL!,3,1,2,1,1,57330,573,4,1.56
#NULL!,1,#NULL!,3,1,2,1,1,57717,577,4,1.56
#NULL!,2,#NULL!,3,1,2,1,1,57785,577,4,1.56
#NULL!,1,#NULL!,3,1,2,4,1,57006,570,4,2.00
#NULL!,1,#NULL!,3,1,2,4,1,57026,570,4,2.00
#NULL!,1,#NULL!,3,1,2,4,1,57079,570,4,2.00
#NULL!,1,#NULL!,3,1,2,4,1,57107,571,4,2.00
#NULL!,2,#NULL!,3,1,2,4,1,57235,572,4,2.00
#NULL!,1,#NULL!,3,1,2,4,1,57382,573,4,2.00
#NULL!,3,#NULL!,3,1,2,4,1,57474,574,4,2.00
#NULL!,1,#NULL!,3,1,1,3,2,57772,577,4,2.15
#NULL!,1,#NULL!,3,1,2,3,1,57601,576,4,2.59
#NULL!,1,#NULL!,3,1,2,3,1,57703,577,4,2.59
#NULL!,1,#NULL!,3,1,4,4,1,57104,571,4,2.75
#NULL!,1,#NULL!,3,1,4,4,1,57730,577,4,2.75
#NULL!,2,#NULL!,2,7,2,2,2,57259,572,4,0.33
#NULL!,1,#NULL!,2,7,2,1,1,57262,572,4,0.35
#NULL!,1,#NULL!,2,7,2,1,1,57441,574,4,0.35
#NULL!,1,#NULL!,2,7,2,1,2,57022,570,4,0.34
#NULL!,1,#NULL!,2,7,2,1,2,57078,570,4,0.34
#NULL!,1,#NULL!,2,7,2,1,2,57108,571,4,0.34
#NULL!,1,#NULL!,2,7,2,1,2,57110,571,4,0.34
#NULL!,1,#NULL!,2,7,2,1,2,57216,572,4,0.34
#NULL!,2,#NULL!,2,7,2,1,2,57232,572,4,0.34
#NULL!,1,#NULL!,2,7,2,1,2,57269,572,4,0.34
#NULL!,1,#NULL!,2,7,2,1,2,57301,573,4,0.34
#NULL!,1,#NULL!,2,7,2,1,2,57301,573,4,0.34
#NULL!,2,#NULL!,2,7,2,1,2,57301,573,4,0.34
#NULL!,1,#NULL!,2,7,2,1,2,57348,573,4,0.34
#NULL!,1,#NULL!,2,7,2,1,2,57350,573,4,0.34
#NULL!,2,#NULL!,2,7,2,1,2,57368,573,4,0.34
#NULL!,2,#NULL!,2,7,2,1,2,57441,574,4,0.34
#NULL!,1,#NULL!,2,7,2,1,2,57522,575,4,0.34
#NULL!,1,#NULL!,2,7,2,1,2,57551,575,4,0.34
#NULL!,1,#NULL!,2,7,2,1,2,57701,577,4,0.34
#NULL!,1,#NULL!,2,7,2,4,2,57533,575,4,0.38
#NULL!,1,#NULL!,2,7,2,2,2,57070,570,4,0.38
#NULL!,1,#NULL!,2,7,2,2,2,57103,571,4,0.38
#NULL!,1,#NULL!,2,7,2,2,2,57262,572,4,0.38
#NULL!,1,#NULL!,2,7,2,2,2,57274,572,4,0.38
#NULL!,1,#NULL!,2,7,2,2,2,57279,572,4,0.38
#NULL!,2,#NULL!,2,7,2,2,2,57401,574,4,0.38
#NULL!,1,#NULL!,2,7,2,2,2,57438,574,4,0.38
#NULL!,2,#NULL!,2,7,2,2,2,57446,574,4,0.38
#NULL!,2,#NULL!,2,7,2,1,1,57039,570,4,0.41
#NULL!,1,#NULL!,2,7,2,1,1,57058,570,4,0.41
#NULL!,2,#NULL!,2,7,2,1,1,57103,571,4,0.41
#NULL!,1,#NULL!,2,7,2,1,1,57108,571,4,0.41
#NULL!,1,#NULL!,2,7,2,1,1,57278,572,4,0.41
#NULL!,2,#NULL!,2,7,2,1,1,57334,573,4,0.41
#NULL!,2,#NULL!,2,7,2,1,1,57430,574,4,0.41
#NULL!,2,#NULL!,2,7,2,1,1,57460,574,4,0.41
#NULL!,1,#NULL!,2,7,2,1,1,57632,576,4,0.41
#NULL!,1,#NULL!,2,7,2,1,1,57783,577,4,0.41
#NULL!,3,#NULL!,2,7,2,1,1,57787,577,4,0.41
#NULL!,1,#NULL!,2,7,2,1,2,57103,571,4,0.43
#NULL!,1,#NULL!,2,7,2,4,2,57004,570,4,0.44
#NULL!,1,#NULL!,2,7,2,4,2,57006,570,4,0.44
#NULL!,1,#NULL!,2,7,2,4,2,57013,570,4,0.44
#NULL!,1,#NULL!,2,7,2,4,2,57048,570,4,0.44
#NULL!,1,#NULL!,2,7,2,4,2,57062,570,4,0.44
#NULL!,1,#NULL!,2,7,2,4,2,57105,571,4,0.44
#NULL!,1,#NULL!,2,7,2,4,2,57110,571,4,0.44
#NULL!,1,#NULL!,2,7,2,4,2,57238,572,4,0.44
#NULL!,2,#NULL!,2,7,2,4,2,57252,572,4,0.44
#NULL!,2,#NULL!,2,7,2,4,2,57274,572,4,0.44
#NULL!,1,#NULL!,2,7,2,4,2,57314,573,4,0.44
#NULL!,1,#NULL!,2,7,2,4,2,57350,573,4,0.44
#NULL!,2,#NULL!,2,7,2,4,2,57350,573,4,0.44
#NULL!,1,#NULL!,2,7,2,4,2,57401,574,4,0.44
#NULL!,1,#NULL!,2,7,2,4,2,57401,574,4,0.44
#NULL!,1,#NULL!,2,7,2,4,2,57445,574,4,0.44
#NULL!,1,#NULL!,2,7,2,4,2,57701,577,4,0.44
#NULL!,3,#NULL!,2,7,2,4,2,57702,577,4,0.44
#NULL!,2,#NULL!,2,7,2,4,2,57702,577,4,0.44
#NULL!,3,#NULL!,2,7,2,4,2,57702,577,4,0.44
#NULL!,1,#NULL!,2,7,2,4,2,57730,577,4,0.44
#NULL!,2,#NULL!,2,7,2,4,2,57793,577,4,0.44
#NULL!,2,#NULL!,2,7,2,2,1,57104,571,4,0.45
#NULL!,1,#NULL!,2,7,2,2,1,57235,572,4,0.45
#NULL!,1,#NULL!,2,7,2,2,1,57438,574,4,0.45
#NULL!,3,#NULL!,2,7,2,2,1,57703,577,4,0.45
#NULL!,2,#NULL!,2,7,5,4,2,57754,577,4,0.44
#NULL!,1,#NULL!,2,7,2,3,2,57064,570,4,0.49
#NULL!,3,#NULL!,2,7,5,5,3,57745,577,4,0.66
#NULL!,2,#NULL!,2,7,2,4,1,57006,570,4,0.52
#NULL!,2,#NULL!,2,7,2,4,1,57029,570,4,0.52
#NULL!,1,#NULL!,2,7,2,4,1,57030,570,4,0.52
#NULL!,1,#NULL!,2,7,2,4,1,57078,570,4,0.52
#NULL!,1,#NULL!,2,7,2,4,1,57201,572,4,0.52
#NULL!,2,#NULL!,2,7,2,4,1,57276,572,4,0.52
#NULL!,1,#NULL!,2,7,2,4,1,57401,574,4,0.52
#NULL!,2,#NULL!,2,7,2,4,1,57536,575,4,0.52
#NULL!,3,#NULL!,2,7,2,4,1,57730,577,4,0.52
#NULL!,2,#NULL!,2,7,2,5,2,57078,570,4,0.52
#NULL!,1,#NULL!,2,7,2,5,2,57078,570,4,0.52
#NULL!,1,#NULL!,2,7,2,5,2,57103,571,4,0.52
#NULL!,1,#NULL!,2,7,2,5,2,57105,571,4,0.52
#NULL!,1,#NULL!,2,7,2,5,2,57105,571,4,0.52
#NULL!,2,#NULL!,2,7,2,5,2,57106,571,4,0.52
#NULL!,1,#NULL!,2,7,2,5,2,57223,572,4,0.52
#NULL!,2,#NULL!,2,7,2,5,2,57234,572,4,0.52
#NULL!,1,#NULL!,2,7,2,5,2,57349,573,4,0.52
#NULL!,1,#NULL!,2,7,2,5,2,57580,575,4,0.52
#NULL!,2,#NULL!,2,7,2,5,2,57632,576,4,0.52
#NULL!,2,#NULL!,2,7,2,5,2,57701,577,4,0.52
#NULL!,3,#NULL!,2,7,2,5,2,57703,577,4,0.52
#NULL!,1,#NULL!,2,7,2,5,2,57703,577,4,0.52
#NULL!,2,#NULL!,2,7,2,5,2,57745,577,4,0.52
#NULL!,1,#NULL!,2,7,5,5,2,57237,572,4,0.52
#NULL!,2,#NULL!,2,7,5,5,2,57702,577,4,0.52
#NULL!,1,#NULL!,2,7,2,3,2,57004,570,4,0.57
#NULL!,2,#NULL!,2,7,2,3,2,57006,570,4,0.57
#NULL!,1,#NULL!,2,7,2,3,2,57105,571,4,0.57
#NULL!,1,#NULL!,2,7,2,3,2,57107,571,4,0.57
#NULL!,1,#NULL!,2,7,2,3,2,57321,573,4,0.57
#NULL!,1,#NULL!,2,7,2,3,2,57339,573,4,0.57
#NULL!,1,#NULL!,2,7,2,3,2,57383,573,4,0.57
#NULL!,1,#NULL!,2,7,2,3,2,57501,575,4,0.57
#NULL!,1,#NULL!,2,7,2,3,2,57584,575,4,0.57
#NULL!,2,#NULL!,2,7,2,3,2,57601,576,4,0.57
#NULL!,1,#NULL!,2,7,2,3,2,57701,577,4,0.57
#NULL!,3,#NULL!,2,7,2,3,2,57730,577,4,0.57
#NULL!,3,#NULL!,2,7,5,3,2,57555,575,4,0.57
#NULL!,2,#NULL!,2,7,5,3,2,57601,576,4,0.57
#NULL!,1,#NULL!,2,7,2,5,1,57006,570,4,0.61
#NULL!,1,#NULL!,2,7,2,5,1,57006,570,4,0.61
#NULL!,2,#NULL!,2,7,2,5,1,57006,570,4,0.61
#NULL!,2,#NULL!,2,7,2,5,1,57062,570,4,0.61
#NULL!,2,#NULL!,2,7,2,5,1,57069,570,4,0.61
#NULL!,2,#NULL!,2,7,2,5,1,57078,570,4,0.61
#NULL!,1,#NULL!,2,7,2,5,1,57078,570,4,0.61
#NULL!,2,#NULL!,2,7,2,5,1,57078,570,4,0.61
#NULL!,1,#NULL!,2,7,2,5,1,57301,573,4,0.61
#NULL!,1,#NULL!,2,7,2,5,1,57348,573,4,0.61
#NULL!,2,#NULL!,2,7,2,5,1,57579,575,4,0.61
#NULL!,2,#NULL!,2,7,2,5,1,57702,577,4,0.61
#NULL!,1,#NULL!,2,7,2,4,1,57445,574,4,0.66
#NULL!,2,#NULL!,2,7,2,3,1,57013,570,4,0.68
#NULL!,1,#NULL!,2,7,2,3,1,57028,570,4,0.68
#NULL!,2,#NULL!,2,7,2,3,1,57033,570,4,0.68
#NULL!,1,#NULL!,2,7,2,3,1,57078,570,4,0.68
#NULL!,2,#NULL!,2,7,2,3,1,57104,571,4,0.68
#NULL!,1,#NULL!,2,7,2,3,1,57106,571,4,0.68
#NULL!,2,#NULL!,2,7,2,3,1,57108,571,4,0.68
#NULL!,2,#NULL!,2,7,2,3,1,57375,573,4,0.68
#NULL!,1,#NULL!,2,7,2,3,1,57382,573,4,0.68
#NULL!,2,#NULL!,2,7,2,3,1,57441,574,4,0.68
#NULL!,1,#NULL!,2,7,2,3,1,57701,577,4,0.68
#NULL!,1,#NULL!,2,7,2,3,1,57703,577,4,0.68
#NULL!,2,#NULL!,2,7,2,3,1,57783,577,4,0.68
#NULL!,2,#NULL!,2,7,2,3,1,57785,577,4,0.68
#NULL!,1,#NULL!,2,7,2,1,2,57004,570,4,0.68
#NULL!,1,#NULL!,2,7,2,1,2,57380,573,4,0.68
#NULL!,2,#NULL!,2,7,2,1,2,57401,574,4,0.68
#NULL!,1,#NULL!,2,7,2,1,2,57533,575,4,0.68
#NULL!,2,#NULL!,2,7,2,1,2,57567,575,4,0.68
#NULL!,2,#NULL!,2,7,4,4,1,57718,577,4,0.76
#NULL!,1,#NULL!,2,7,2,2,2,57580,575,4,0.75
#NULL!,1,#NULL!,2,7,2,1,1,57066,570,4,0.81
#NULL!,2,#NULL!,2,7,2,1,1,57644,576,4,0.81
#NULL!,2,#NULL!,2,7,2,4,2,57108,571,4,0.87
#NULL!,2,#NULL!,2,7,2,4,2,57384,573,4,0.87
#NULL!,1,#NULL!,2,7,2,4,2,57569,575,4,0.87
#NULL!,1,#NULL!,2,7,2,2,1,57013,570,4,0.90
#NULL!,2,#NULL!,2,7,2,2,1,57033,570,4,0.90
#NULL!,1,#NULL!,2,7,2,2,1,57049,570,4,0.90
#NULL!,1,#NULL!,2,7,2,2,1,57069,570,4,0.90
#NULL!,2,#NULL!,2,7,2,2,1,57345,573,4,0.90
#NULL!,2,#NULL!,2,7,1,1,1,57350,573,4,0.91
#NULL!,1,#NULL!,2,7,2,4,1,57078,570,4,1.03
#NULL!,2,#NULL!,2,7,5,5,1,57750,577,4,1.16
#NULL!,1,#NULL!,2,7,2,3,2,57551,575,4,1.12
#NULL!,1,#NULL!,2,7,2,5,1,57038,570,4,1.21
#NULL!,1,#NULL!,2,7,2,3,1,57106,571,4,1.34
#NULL!,2,#NULL!,2,7,1,4,2,57703,577,4,1.37
#NULL!,2,#NULL!,2,6,2,1,2,57701,577,4,0.45
#NULL!,1,#NULL!,2,6,2,1,2,57005,570,4,0.53
#NULL!,1,#NULL!,2,6,2,1,2,57075,570,4,0.53
#NULL!,1,#NULL!,2,6,2,1,2,57075,570,4,0.53
#NULL!,1,#NULL!,2,6,2,1,2,57104,571,4,0.53
#NULL!,1,#NULL!,2,6,2,1,2,57108,571,4,0.53
#NULL!,2,#NULL!,2,6,2,1,2,57110,571,4,0.53
#NULL!,1,#NULL!,2,6,2,1,2,57201,572,4,0.53
#NULL!,1,#NULL!,2,6,2,1,2,57262,572,4,0.53
#NULL!,2,#NULL!,2,6,2,1,2,57263,572,4,0.53
#NULL!,1,#NULL!,2,6,2,1,2,57385,573,4,0.53
#NULL!,2,#NULL!,2,6,2,1,2,57437,574,4,0.53
#NULL!,1,#NULL!,2,6,2,1,2,57703,577,4,0.53
#NULL!,1,#NULL!,2,6,2,1,2,57747,577,4,0.53
#NULL!,1,#NULL!,2,6,5,1,2,57442,574,4,0.53
#NULL!,2,#NULL!,2,6,5,1,2,57570,575,4,0.53
#NULL!,2,#NULL!,2,6,2,2,2,57104,571,4,0.59
#NULL!,1,#NULL!,2,6,2,2,2,57106,571,4,0.59
#NULL!,2,#NULL!,2,6,2,2,2,57201,572,4,0.59
#NULL!,2,#NULL!,2,6,2,2,2,57201,572,4,0.59
#NULL!,1,#NULL!,2,6,2,2,2,57369,573,4,0.59
#NULL!,1,#NULL!,2,6,2,1,2,57106,571,4,0.67
#NULL!,2,#NULL!,2,6,2,4,2,57006,570,4,0.68
#NULL!,2,#NULL!,2,6,2,4,2,57013,570,4,0.68
#NULL!,1,#NULL!,2,6,2,4,2,57032,570,4,0.68
#NULL!,1,#NULL!,2,6,2,4,2,57032,570,4,0.68
#NULL!,1,#NULL!,2,6,2,4,2,57103,571,4,0.68
#NULL!,1,#NULL!,2,6,2,4,2,57103,571,4,0.68
#NULL!,1,#NULL!,2,6,2,4,2,57103,571,4,0.68
#NULL!,1,#NULL!,2,6,2,4,2,57104,571,4,0.68
#NULL!,1,#NULL!,2,6,2,4,2,57106,571,4,0.68
#NULL!,1,#NULL!,2,6,2,4,2,57203,572,4,0.68
#NULL!,1,#NULL!,2,6,2,4,2,57225,572,4,0.68
#NULL!,2,#NULL!,2,6,2,4,2,57247,572,4,0.68
#NULL!,1,#NULL!,2,6,2,4,2,57312,573,4,0.68
#NULL!,2,#NULL!,2,6,2,4,2,57353,573,4,0.68
#NULL!,2,#NULL!,2,6,2,4,2,57601,576,4,0.68
#NULL!,1,#NULL!,2,6,2,4,2,57747,577,4,0.68
#NULL!,1,#NULL!,2,6,2,4,2,57747,577,4,0.68
#NULL!,1,#NULL!,2,6,2,4,2,57785,577,4,0.68
#NULL!,1,#NULL!,2,6,5,4,2,57701,577,4,0.68
#NULL!,1,#NULL!,2,6,3,1,1,57108,571,4,0.79
#NULL!,1,#NULL!,2,6,3,1,1,57108,571,4,0.79
#NULL!,1,#NULL!,2,6,2,5,2,57107,571,4,0.80
#NULL!,2,#NULL!,2,6,2,5,2,57274,572,4,0.80
#NULL!,2,#NULL!,2,6,2,5,2,57332,573,4,0.80
#NULL!,1,#NULL!,2,6,2,5,2,57638,576,4,0.80
#NULL!,2,#NULL!,2,6,2,5,2,57702,577,4,0.80
#NULL!,2,#NULL!,2,6,2,5,2,57719,577,4,0.80
#NULL!,2,#NULL!,2,6,2,5,2,57719,577,4,0.80
#NULL!,1,#NULL!,2,6,5,5,2,57356,573,4,0.80
#NULL!,1,#NULL!,2,6,2,1,1,57043,570,4,0.86
#NULL!,1,#NULL!,2,6,2,1,1,57075,570,4,0.86
#NULL!,1,#NULL!,2,6,2,1,1,57106,571,4,0.86
#NULL!,1,#NULL!,2,6,2,1,1,57107,571,4,0.86
#NULL!,2,#NULL!,2,6,2,1,1,57401,574,4,0.86
#NULL!,1,#NULL!,2,6,2,1,1,57446,574,4,0.86
#NULL!,2,#NULL!,2,6,2,1,1,57747,577,4,0.86
#NULL!,2,#NULL!,2,6,2,1,1,57792,577,4,0.86
#NULL!,1,#NULL!,2,6,2,3,2,57006,570,4,0.88
#NULL!,1,#NULL!,2,6,2,3,2,57022,570,4,0.88
#NULL!,1,#NULL!,2,6,2,3,2,57031,570,4,0.88
#NULL!,1,#NULL!,2,6,2,3,2,57037,570,4,0.88
#NULL!,1,#NULL!,2,6,2,3,2,57064,570,4,0.88
#NULL!,1,#NULL!,2,6,2,3,2,57078,570,4,0.88
#NULL!,1,#NULL!,2,6,2,3,2,57078,570,4,0.88
#NULL!,1,#NULL!,2,6,2,3,2,57103,571,4,0.88
#NULL!,1,#NULL!,2,6,2,3,2,57104,571,4,0.88
#NULL!,1,#NULL!,2,6,2,3,2,57105,571,4,0.88
#NULL!,1,#NULL!,2,6,2,3,2,57106,571,4,0.88
#NULL!,1,#NULL!,2,6,2,3,2,57401,574,4,0.88
#NULL!,1,#NULL!,2,6,2,3,2,57601,576,4,0.88
#NULL!,2,#NULL!,2,6,2,3,2,57631,576,4,0.88
#NULL!,1,#NULL!,2,6,2,3,2,57701,577,4,0.88
#NULL!,1,#NULL!,2,6,2,3,2,57701,577,4,0.88
#NULL!,1,#NULL!,2,6,2,3,2,57730,577,4,0.88
#NULL!,2,#NULL!,2,6,5,3,2,57642,576,4,0.88
#NULL!,1,#NULL!,2,6,5,3,2,57701,577,4,0.88
#NULL!,1,#NULL!,2,6,2,2,1,57005,570,4,0.95
#NULL!,2,#NULL!,2,6,2,2,1,57103,571,4,0.95
#NULL!,1,#NULL!,2,6,2,2,1,57385,573,4,0.95
#NULL!,1,#NULL!,2,6,2,2,1,57401,574,4,0.95
#NULL!,2,#NULL!,2,6,5,2,1,57555,575,4,0.96
#NULL!,2,#NULL!,2,6,2,4,1,57039,570,4,1.10
#NULL!,2,#NULL!,2,6,2,4,1,57103,571,4,1.10
#NULL!,1,#NULL!,2,6,2,4,1,57103,571,4,1.10
#NULL!,1,#NULL!,2,6,2,4,1,57103,571,4,1.10
#NULL!,1,#NULL!,2,6,2,4,1,57103,571,4,1.10
#NULL!,1,#NULL!,2,6,2,4,1,57103,571,4,1.10
#NULL!,1,#NULL!,2,6,2,4,1,57540,575,4,1.10
#NULL!,1,#NULL!,2,6,2,4,1,57702,577,4,1.10
#NULL!,1,#NULL!,2,6,2,4,1,57730,577,4,1.10
#NULL!,2,#NULL!,2,6,2,4,1,57747,577,4,1.10
#NULL!,2,#NULL!,2,6,2,5,1,57005,570,4,1.29
#NULL!,2,#NULL!,2,6,2,5,1,57006,570,4,1.29
#NULL!,1,#NULL!,2,6,2,5,1,57078,570,4,1.29
#NULL!,1,#NULL!,2,6,2,5,1,57325,573,4,1.29
#NULL!,2,#NULL!,2,6,2,5,1,57702,577,4,1.29
#NULL!,2,#NULL!,2,6,2,5,1,57702,577,4,1.29
#NULL!,1,#NULL!,2,6,5,5,1,57262,572,4,1.30
#NULL!,1,#NULL!,2,6,2,4,2,57785,577,4,1.35
#NULL!,1,#NULL!,2,6,2,3,1,57104,571,4,1.42
#NULL!,1,#NULL!,2,6,2,3,1,57106,571,4,1.42
#NULL!,2,#NULL!,2,6,2,3,1,57235,572,4,1.42
#NULL!,1,#NULL!,2,6,2,3,1,57252,572,4,1.42
#NULL!,1,#NULL!,2,6,2,3,1,57533,575,4,1.42
#NULL!,2,#NULL!,2,6,5,3,1,57642,576,4,1.43
#NULL!,1,#NULL!,2,6,1,4,1,57247,572,4,1.48
#NULL!,2,#NULL!,2,6,3,3,2,57101,571,4,1.42
#NULL!,2,#NULL!,2,6,2,1,1,57439,574,4,1.69
#NULL!,1,#NULL!,2,6,5,3,2,57350,573,4,1.65
#NULL!,2,#NULL!,2,6,2,3,2,57401,574,4,1.74
#NULL!,2,#NULL!,2,6,2,2,1,57717,577,4,1.88
#NULL!,2,#NULL!,2,6,2,4,1,57354,573,4,2.17
#NULL!,1,#NULL!,2,5,2,1,2,57078,570,4,0.52
#NULL!,2,#NULL!,2,5,2,4,3,57069,570,4,0.76
#NULL!,1,#NULL!,2,5,2,1,2,57038,570,4,0.61
#NULL!,2,#NULL!,2,5,2,1,2,57266,572,4,0.61
#NULL!,1,#NULL!,2,5,2,1,2,57437,574,4,0.61
#NULL!,2,#NULL!,2,5,5,1,2,57006,570,4,0.61
#NULL!,2,#NULL!,2,5,5,1,2,57625,576,4,0.61
#NULL!,1,#NULL!,2,5,5,1,2,57764,577,4,0.61
#NULL!,1,#NULL!,2,5,2,1,1,57785,577,4,0.68
#NULL!,1,#NULL!,2,5,1,1,1,57555,575,4,0.73
#NULL!,1,#NULL!,2,5,2,2,2,57105,571,4,0.68
#NULL!,1,#NULL!,2,5,5,2,2,57325,573,4,0.68
#NULL!,1,#NULL!,2,5,2,4,2,57005,570,4,0.78
#NULL!,1,#NULL!,2,5,2,4,2,57006,570,4,0.78
#NULL!,1,#NULL!,2,5,2,4,2,57022,570,4,0.78
#NULL!,1,#NULL!,2,5,2,4,2,57078,570,4,0.78
#NULL!,1,#NULL!,2,5,2,4,2,57104,571,4,0.78
#NULL!,1,#NULL!,2,5,2,4,2,57104,571,4,0.78
#NULL!,1,#NULL!,2,5,2,4,2,57104,571,4,0.78
#NULL!,2,#NULL!,2,5,2,4,2,57201,572,4,0.78
#NULL!,2,#NULL!,2,5,2,4,2,57225,572,4,0.78
#NULL!,2,#NULL!,2,5,2,4,2,57226,572,4,0.78
#NULL!,1,#NULL!,2,5,2,4,2,57321,573,4,0.78
#NULL!,2,#NULL!,2,5,2,4,2,57401,574,4,0.78
#NULL!,2,#NULL!,2,5,2,4,2,57401,574,4,0.78
#NULL!,2,#NULL!,2,5,2,4,2,57401,574,4,0.78
#NULL!,2,#NULL!,2,5,2,4,2,57401,574,4,0.78
#NULL!,2,#NULL!,2,5,2,4,2,57401,574,4,0.78
#NULL!,1,#NULL!,2,5,2,4,2,57783,577,4,0.78
#NULL!,1,#NULL!,2,5,2,2,1,57466,574,4,0.89
#NULL!,1,#NULL!,2,5,5,2,1,57262,572,4,0.90
#NULL!,2,#NULL!,2,5,5,2,1,57577,575,4,0.90
#NULL!,1,#NULL!,2,5,2,5,2,57006,570,4,0.91
#NULL!,1,#NULL!,2,5,2,5,2,57560,575,4,0.91
#NULL!,1,#NULL!,2,5,2,5,2,57701,577,4,0.91
#NULL!,2,#NULL!,2,5,5,5,2,57770,577,4,0.92
#NULL!,2,#NULL!,2,5,5,4,2,57633,576,4,0.94
#NULL!,1,#NULL!,2,5,2,4,1,57069,570,4,1.03
#NULL!,1,#NULL!,2,5,2,4,1,57103,571,4,1.03
#NULL!,1,#NULL!,2,5,2,4,1,57103,571,4,1.03
#NULL!,2,#NULL!,2,5,2,4,1,57103,571,4,1.03
#NULL!,1,#NULL!,2,5,2,4,1,57106,571,4,1.03
#NULL!,1,#NULL!,2,5,2,4,1,57110,571,4,1.03
#NULL!,1,#NULL!,2,5,2,4,1,57719,577,4,1.03
#NULL!,1,#NULL!,2,5,2,3,2,57004,570,4,1.01
#NULL!,1,#NULL!,2,5,2,3,2,57105,571,4,1.01
#NULL!,1,#NULL!,2,5,2,3,2,57105,571,4,1.01
#NULL!,1,#NULL!,2,5,2,3,2,57214,572,4,1.01
#NULL!,1,#NULL!,2,5,2,3,2,57219,572,4,1.01
#NULL!,2,#NULL!,2,5,2,3,2,57703,577,4,1.01
#NULL!,1,#NULL!,2,5,5,4,1,57078,570,4,1.04
#NULL!,2,#NULL!,2,5,5,3,2,57339,573,4,1.01
#NULL!,2,#NULL!,2,5,5,3,2,57625,576,4,1.01
#NULL!,2,#NULL!,2,5,2,3,1,57042,570,4,1.14
#NULL!,1,#NULL!,2,5,2,2,1,57460,574,4,1.12
#NULL!,2,#NULL!,2,5,4,1,1,57566,575,4,1.17
#NULL!,1,#NULL!,2,5,3,2,2,57104,571,4,1.09
#NULL!,1,#NULL!,2,5,2,5,1,57006,570,4,1.21
#NULL!,2,#NULL!,2,5,2,1,2,57787,577,4,1.20
#NULL!,2,#NULL!,2,5,2,4,1,57268,572,4,1.29
#NULL!,1,#NULL!,2,5,2,3,2,57718,577,4,1.27
#NULL!,1,#NULL!,2,5,2,3,1,57104,571,4,1.33
#NULL!,1,#NULL!,2,5,2,3,1,57401,574,4,1.33
#NULL!,2,#NULL!,2,5,5,3,1,57566,575,4,1.34
#NULL!,2,#NULL!,2,5,5,3,1,57570,575,4,1.34
#NULL!,1,#NULL!,2,5,2,2,2,57001,570,4,1.33
#NULL!,1,#NULL!,2,5,5,4,1,57623,576,4,1.93
#NULL!,2,#NULL!,2,5,1,1,2,57311,573,4,1.89
#NULL!,1,#NULL!,2,5,1,4,1,57201,572,4,2.29
#NULL!,2,#NULL!,2,5,1,3,1,57770,577,4,2.97
#NULL!,2,#NULL!,2,5,1,5,2,57005,570,4,2.85
#NULL!,1,#NULL!,2,4,2,1,2,57006,570,4,0.55
#NULL!,1,#NULL!,2,4,2,1,2,57703,577,4,0.55
#NULL!,1,#NULL!,2,4,2,1,2,57703,577,4,0.55
#NULL!,2,#NULL!,2,4,2,2,2,57301,573,4,0.61
#NULL!,2,#NULL!,2,4,5,1,2,57625,576,4,0.66
#NULL!,2,#NULL!,2,4,5,1,2,57701,577,4,0.66
#NULL!,2,#NULL!,2,4,2,4,2,57006,570,4,0.70
#NULL!,1,#NULL!,2,4,2,4,2,57020,570,4,0.70
#NULL!,1,#NULL!,2,4,2,4,2,57401,574,4,0.70
#NULL!,1,#NULL!,2,4,2,4,2,57701,577,4,0.70
#NULL!,1,#NULL!,2,4,5,4,2,57702,577,4,0.70
#NULL!,1,#NULL!,2,4,2,5,2,57004,570,4,0.82
#NULL!,1,#NULL!,2,4,2,5,2,57105,571,4,0.82
#NULL!,2,#NULL!,2,4,2,5,2,57401,574,4,0.82
#NULL!,1,#NULL!,2,4,2,3,2,57069,570,4,0.91
#NULL!,1,#NULL!,2,4,2,3,2,57105,571,4,0.91
#NULL!,1,#NULL!,2,4,2,3,2,57106,571,4,0.91
#NULL!,2,#NULL!,2,4,2,3,2,57108,571,4,0.91
#NULL!,1,#NULL!,2,4,2,3,2,57201,572,4,0.91
